,PersonID,ActivitySector,JourneyMainMode,LocationID,geometry
63,17998,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
64,18159,6,1,23775,POINT (-763542.486263477 -976673.1442549841)
65,18365,99,7,23762,POINT (-764973.4052354556 -978568.0227153047)
66,18548,99,6,23762,POINT (-764973.4052354556 -978568.0227153047)
67,18584,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
68,18586,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
69,18732,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
70,18848,99,3,23762,POINT (-764973.4052354556 -978568.0227153047)
71,19041,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
72,19483,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
73,19741,99,7,23775,POINT (-763542.486263477 -976673.1442549841)
74,19748,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
75,19758,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
76,20075,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
77,20134,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
78,20156,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
79,20221,99,4,23775,POINT (-763542.486263477 -976673.1442549841)
80,20228,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
81,20230,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
82,20231,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
83,20240,99,3,23762,POINT (-764973.4052354556 -978568.0227153047)
84,20247,99,4,23775,POINT (-763542.486263477 -976673.1442549841)
85,20296,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
86,20299,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
87,20319,99,3,23762,POINT (-764973.4052354556 -978568.0227153047)
88,20324,99,6,23762,POINT (-764973.4052354556 -978568.0227153047)
89,20336,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
90,20337,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
91,20346,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
92,20347,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
93,20358,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
94,20539,99,1,23762,POINT (-764973.4052354556 -978568.0227153047)
95,20591,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
96,20682,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
97,20724,99,1,23658,POINT (-763498.9209854166 -978002.0195606578)
98,20777,99,3,23762,POINT (-764973.4052354556 -978568.0227153047)
99,20793,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
100,20947,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
101,20948,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
102,21015,99,5,23762,POINT (-764973.4052354556 -978568.0227153047)
103,21086,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
104,21123,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
105,21135,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
106,21346,99,4,23775,POINT (-763542.486263477 -976673.1442549841)
107,21356,99,1,23762,POINT (-764973.4052354556 -978568.0227153047)
108,21458,99,4,23762,POINT (-764973.4052354556 -978568.0227153047)
109,21488,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
110,21583,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
111,21625,99,6,23762,POINT (-764973.4052354556 -978568.0227153047)
112,21626,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
113,21627,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
114,21669,6,1,23775,POINT (-763542.486263477 -976673.1442549841)
115,21771,99,3,23762,POINT (-764973.4052354556 -978568.0227153047)
116,21776,99,5,23762,POINT (-764973.4052354556 -978568.0227153047)
117,21960,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
118,21961,99,5,23775,POINT (-763542.486263477 -976673.1442549841)
119,21962,99,5,23775,POINT (-763542.486263477 -976673.1442549841)
120,21963,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
121,22143,99,4,23775,POINT (-763542.486263477 -976673.1442549841)
122,22167,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
123,22170,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
124,22175,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
125,22176,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
126,22218,99,6,23762,POINT (-764973.4052354556 -978568.0227153047)
127,22220,99,5,23775,POINT (-763542.486263477 -976673.1442549841)
128,22221,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
129,22225,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
130,22336,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
131,22572,99,6,23762,POINT (-764973.4052354556 -978568.0227153047)
132,22650,99,4,23775,POINT (-763542.486263477 -976673.1442549841)
133,22799,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
134,22823,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
135,22932,99,4,23775,POINT (-763542.486263477 -976673.1442549841)
136,22933,99,3,23762,POINT (-764973.4052354556 -978568.0227153047)
137,23078,99,3,23762,POINT (-764973.4052354556 -978568.0227153047)
138,23090,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
139,23136,99,5,23775,POINT (-763542.486263477 -976673.1442549841)
140,23252,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
141,23268,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
142,23475,99,5,23775,POINT (-763542.486263477 -976673.1442549841)
143,23477,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
144,23519,99,4,23775,POINT (-763542.486263477 -976673.1442549841)
145,23868,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
146,23917,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
147,24013,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
148,24023,99,3,23762,POINT (-764973.4052354556 -978568.0227153047)
149,24188,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
150,24248,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
151,24392,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
152,24397,99,1,23762,POINT (-764973.4052354556 -978568.0227153047)
153,38861,99,5,23775,POINT (-763542.486263477 -976673.1442549841)
154,38881,99,1,23762,POINT (-764973.4052354556 -978568.0227153047)
155,39123,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
156,3061,99,3,23693,POINT (-765146.7563823921 -977459.7384159539)
157,3171,99,3,23677,POINT (-764534.4758018719 -976923.4715272101)
158,3321,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
159,3536,99,5,23633,POINT (-764903.0822720994 -978685.6857771934)
160,3559,99,6,23633,POINT (-764903.0822720994 -978685.6857771934)
161,3572,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
162,3817,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
163,3846,99,6,23633,POINT (-764903.0822720994 -978685.6857771934)
164,3892,99,7,23773,POINT (-763510.7640560863 -976995.0326989448)
165,4046,99,5,23633,POINT (-764903.0822720994 -978685.6857771934)
166,4265,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
167,4768,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
168,5046,99,6,23633,POINT (-764903.0822720994 -978685.6857771934)
169,5122,99,5,23633,POINT (-764903.0822720994 -978685.6857771934)
170,5139,99,6,23633,POINT (-764903.0822720994 -978685.6857771934)
171,5244,99,6,23633,POINT (-764903.0822720994 -978685.6857771934)
172,5467,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
173,5760,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
174,5975,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
175,6035,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
176,29669,99,3,23730,POINT (-764870.3902629826 -977502.9322773735)
177,13306,99,6,23737,POINT (-765125.138433137 -977495.0957743379)
178,13379,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
179,13400,99,1,23772,POINT (-763690.2831312001 -976778.2073494032)
180,13402,99,3,23762,POINT (-764973.4052354556 -978568.0227153047)
181,13418,99,6,23633,POINT (-764903.0822720994 -978685.6857771934)
182,13455,99,1,23677,POINT (-764534.4758018719 -976923.4715272101)
183,13463,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
184,13480,99,3,23764,POINT (-764822.7270891035 -977408.5459226052)
185,13482,99,1,23633,POINT (-764903.0822720994 -978685.6857771934)
186,13512,99,6,23772,POINT (-763690.2831312001 -976778.2073494032)
187,13598,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
188,13641,99,1,23681,POINT (-764726.0186182319 -976834.3989206337)
189,13672,99,6,23676,POINT (-764629.646456264 -976834.3267852277)
190,13694,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
191,13736,99,6,23634,POINT (-764626.2185259943 -978870.7049086625)
192,13810,99,5,23775,POINT (-763542.486263477 -976673.1442549841)
193,13811,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
194,13842,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
195,13848,99,3,23756,POINT (-764609.1730962526 -977416.0402004973)
196,13864,99,4,23633,POINT (-764903.0822720994 -978685.6857771934)
197,13886,99,3,23635,POINT (-764545.2235206937 -978849.7359363786)
198,13909,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
199,13955,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
200,13994,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
201,14152,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
202,14162,99,5,23633,POINT (-764903.0822720994 -978685.6857771934)
203,14186,99,5,23775,POINT (-763542.486263477 -976673.1442549841)
204,14197,99,5,23634,POINT (-764626.2185259943 -978870.7049086625)
205,14219,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
206,14265,99,4,23633,POINT (-764903.0822720994 -978685.6857771934)
207,14369,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
208,14372,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
209,14383,99,6,23727,POINT (-764908.8101694069 -977377.323507012)
210,14393,99,7,23775,POINT (-763542.486263477 -976673.1442549841)
211,14397,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
212,14399,99,6,23700,POINT (-765132.5172089618 -977411.8534328716)
213,14405,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
214,14407,99,6,23634,POINT (-764626.2185259943 -978870.7049086625)
215,14410,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
216,14412,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
217,14443,99,3,18516,POINT (-763449.5930000001 -977401.9900000001)
218,14504,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
219,14565,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
220,14633,6,3,23762,POINT (-764973.4052354556 -978568.0227153047)
221,14669,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
222,14748,99,3,23750,POINT (-765074.1042220372 -977375.036149038)
223,14752,99,3,23737,POINT (-765125.138433137 -977495.0957743379)
224,14754,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
225,14758,99,5,23633,POINT (-764903.0822720994 -978685.6857771934)
226,14764,99,1,23731,POINT (-764876.4965598892 -977492.5683528528)
227,14805,6,3,23775,POINT (-763542.486263477 -976673.1442549841)
228,14847,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
229,14853,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
230,14903,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
231,14906,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
232,14914,99,1,23680,POINT (-764690.4692000704 -976894.5028457013)
233,14952,99,3,18516,POINT (-763449.5930000001 -977401.9900000001)
234,14965,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
235,14982,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
236,15015,6,6,23775,POINT (-763542.486263477 -976673.1442549841)
237,15025,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
238,15031,99,5,23633,POINT (-764903.0822720994 -978685.6857771934)
239,15058,99,1,23772,POINT (-763690.2831312001 -976778.2073494032)
240,15084,99,1,23633,POINT (-764903.0822720994 -978685.6857771934)
241,15124,99,3,23677,POINT (-764534.4758018719 -976923.4715272101)
242,15131,99,6,23633,POINT (-764903.0822720994 -978685.6857771934)
243,15135,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
244,15149,99,3,23677,POINT (-764534.4758018719 -976923.4715272101)
245,15158,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
246,15185,99,1,23633,POINT (-764903.0822720994 -978685.6857771934)
247,15186,99,6,23669,POINT (-763642.4932475556 -977304.9487141406)
248,15203,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
249,15212,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
250,15231,99,6,23633,POINT (-764903.0822720994 -978685.6857771934)
251,15342,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
252,15375,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
253,15446,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
254,15536,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
255,15566,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
256,15567,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
257,15590,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
258,15605,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
259,15616,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
260,15660,99,6,23633,POINT (-764903.0822720994 -978685.6857771934)
261,15664,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
262,15693,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
263,15807,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
264,15830,99,6,23633,POINT (-764903.0822720994 -978685.6857771934)
265,15842,99,5,23633,POINT (-764903.0822720994 -978685.6857771934)
266,15859,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
267,15893,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
268,15966,99,1,23692,POINT (-765004.1655095869 -977224.4077607497)
269,15976,99,1,23633,POINT (-764903.0822720994 -978685.6857771934)
270,1812,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
271,1931,99,1,23633,POINT (-764903.0822720994 -978685.6857771934)
272,1958,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
273,15407,99,6,23667,POINT (-763612.8037753758 -977869.0728633626)
274,15483,6,3,23775,POINT (-763542.486263477 -976673.1442549841)
275,15560,99,4,23775,POINT (-763542.486263477 -976673.1442549841)
276,15641,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
277,15794,99,3,23634,POINT (-764626.2185259943 -978870.7049086625)
278,15927,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
279,16069,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
280,16112,6,6,23775,POINT (-763542.486263477 -976673.1442549841)
281,16113,99,5,23634,POINT (-764626.2185259943 -978870.7049086625)
282,16379,99,6,23681,POINT (-764726.0186182319 -976834.3989206337)
283,16600,6,1,23762,POINT (-764973.4052354556 -978568.0227153047)
284,16842,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
285,16845,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
286,16852,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
287,17322,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
288,17372,99,5,23644,POINT (-764646.8312474434 -978797.0039977932)
289,17556,99,4,23775,POINT (-763542.486263477 -976673.1442549841)
290,17796,99,7,23644,POINT (-764646.8312474434 -978797.0039977932)
291,17826,99,1,23700,POINT (-765132.5172089618 -977411.8534328716)
292,18122,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
293,18553,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
294,18838,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
295,18963,99,3,23691,POINT (-765101.9065970045 -977417.7014435749)
296,18990,99,5,23759,POINT (-764747.1546201737 -977815.5656593835)
297,19104,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
298,19127,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
299,19153,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
300,19210,6,5,23675,POINT (-764679.7000425358 -976813.2463760413)
301,19633,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
302,19908,99,5,23644,POINT (-764646.8312474434 -978797.0039977932)
303,19931,99,7,23775,POINT (-763542.486263477 -976673.1442549841)
304,19933,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
305,20031,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
306,20045,99,3,23737,POINT (-765125.138433137 -977495.0957743379)
307,20047,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
308,20077,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
309,20449,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
310,20554,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
311,20626,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
312,20627,99,3,23737,POINT (-765125.138433137 -977495.0957743379)
313,20689,99,3,23633,POINT (-764903.0822720994 -978685.6857771934)
314,20690,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
315,20881,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
316,20882,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
317,20890,99,5,23681,POINT (-764726.0186182319 -976834.3989206337)
318,21179,99,1,23772,POINT (-763690.2831312001 -976778.2073494032)
319,21312,99,3,23762,POINT (-764973.4052354556 -978568.0227153047)
320,21314,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
321,21471,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
322,21472,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
323,21496,99,4,23775,POINT (-763542.486263477 -976673.1442549841)
324,21497,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
325,21498,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
326,21502,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
327,21697,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
328,21698,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
329,21729,99,4,23775,POINT (-763542.486263477 -976673.1442549841)
330,21731,99,4,23775,POINT (-763542.486263477 -976673.1442549841)
331,21751,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
332,21752,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
333,21812,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
334,21987,99,5,23775,POINT (-763542.486263477 -976673.1442549841)
335,21989,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
336,22087,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
337,22128,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
338,22407,99,7,23742,POINT (-764709.9857824512 -977143.510352204)
339,22410,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
340,22413,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
341,22536,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
342,22546,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
343,22950,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
344,23313,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
345,23468,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
346,23471,99,6,23749,POINT (-765005.8953389394 -977247.5680658272)
347,23638,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
348,23660,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
349,23787,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
350,24034,99,1,23644,POINT (-764646.8312474434 -978797.0039977932)
351,24077,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
352,24806,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
353,24979,99,6,23737,POINT (-765125.138433137 -977495.0957743379)
354,25270,99,3,23762,POINT (-764973.4052354556 -978568.0227153047)
355,25271,99,7,23775,POINT (-763542.486263477 -976673.1442549841)
356,25272,99,1,23633,POINT (-764903.0822720994 -978685.6857771934)
357,25919,99,6,23679,POINT (-764656.546637056 -976924.6044308523)
358,25996,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
359,26215,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
360,26216,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
361,26371,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
362,26955,99,3,23737,POINT (-765125.138433137 -977495.0957743379)
363,26963,6,6,23644,POINT (-764646.8312474434 -978797.0039977932)
364,26968,99,3,23675,POINT (-764679.7000425358 -976813.2463760413)
365,26969,99,3,23762,POINT (-764973.4052354556 -978568.0227153047)
366,26970,99,1,23644,POINT (-764646.8312474434 -978797.0039977932)
367,27158,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
368,27219,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
369,27220,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
370,27340,99,5,23633,POINT (-764903.0822720994 -978685.6857771934)
371,27471,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
372,27896,99,1,23775,POINT (-763542.486263477 -976673.1442549841)
373,28127,99,6,23737,POINT (-765125.138433137 -977495.0957743379)
374,28400,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
375,28489,99,1,23644,POINT (-764646.8312474434 -978797.0039977932)
376,28513,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
377,28528,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
378,28658,99,6,23737,POINT (-765125.138433137 -977495.0957743379)
379,28718,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
380,28754,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
381,28841,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
382,28848,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
383,28904,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
384,28911,6,4,23644,POINT (-764646.8312474434 -978797.0039977932)
385,28937,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
386,28977,99,3,23775,POINT (-763542.486263477 -976673.1442549841)
387,28987,6,3,23644,POINT (-764646.8312474434 -978797.0039977932)
388,28988,99,6,23644,POINT (-764646.8312474434 -978797.0039977932)
389,28991,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
390,29017,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
391,29451,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
392,29452,99,7,23644,POINT (-764646.8312474434 -978797.0039977932)
393,29468,99,4,23644,POINT (-764646.8312474434 -978797.0039977932)
394,29676,6,5,23644,POINT (-764646.8312474434 -978797.0039977932)
395,29721,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
396,29738,99,1,23762,POINT (-764973.4052354556 -978568.0227153047)
397,29785,99,3,23668,POINT (-763628.8702006865 -977862.7945976419)
398,29787,6,6,23775,POINT (-763542.486263477 -976673.1442549841)
399,29788,99,5,23644,POINT (-764646.8312474434 -978797.0039977932)
400,29796,99,3,23644,POINT (-764646.8312474434 -978797.0039977932)
401,29797,99,4,23644,POINT (-764646.8312474434 -978797.0039977932)
402,29798,99,6,23775,POINT (-763542.486263477 -976673.1442549841)
