,PersonID,TripID,TripOrderNum,TripMainMode,DestPurpose,LocationID,geometry
81,100533,C_21971,3,6,6,10499,POINT (-754179.4730000001 -977823.8100000001)
82,100534,C_43269,2,6,3,18598,POINT (-754330.9330000001 -976333.3000000002)
83,100536,C_43616,2,1,6,23445,POINT (-755481.1579352063 -975916.8818551509)
84,100538,C_23880,1,6,3,23358,POINT (-753213.0426309013 -976570.2319380937)
85,100541,C_19225,3,6,2,17001,POINT (-754050.4630000001 -972237.5500000002)
86,100546,C_37732,1,1,2,20244,POINT (-760585.4073612083 -975711.0729023187)
87,100546,C_37735,4,1,2,23247,POINT (-753625.7130467328 -976095.0539496655)
88,100552,C_17545,1,7,2,440,POINT (-752117.4030000002 -974787.7899890974)
89,100553,C_37828,1,6,3,23474,POINT (-754499.4303071684 -976478.8187103445)
90,100553,C_37829,2,6,2,3405,POINT (-748259.8830000001 -979054.7800000001)
91,100554,C_27070,1,1,3,12735,POINT (-753706.1530000002 -976676.6200000001)
92,100555,C_37828,1,6,3,21681,POINT (-758148.8330602457 -975389.8931923984)
93,100555,C_37829,2,6,2,2205,POINT (-754195.5930000001 -975086.4300000001)
94,100557,C_40802,1,5,2,24144,POINT (-763849.091134648 -958869.3803435247)
95,100560,C_31157,1,2,3,23354,POINT (-753618.6608336464 -976918.6885409165)
96,100568,C_38979,1,1,3,10994,POINT (-754399.8230000001 -975786.2700000001)
97,100572,C_46883,2,1,2,12686,POINT (-753800.6130000001 -977441.9200000002)
98,100572,C_46884,3,1,3,4616,POINT (-753847.8730000001 -977152.7500000001)
99,100573,C_34416,1,2,3,3467,POINT (-750603.8530000001 -974533.2100000001)
100,100574,C_34416,1,2,3,13826,POINT (-756041.4530000001 -975441.9100000001)
101,100575,C_30537,2,1,3,648,POINT (-755253.5930000001 -974297.9900000001)
102,100577,C_2382,1,1,3,12735,POINT (-753706.1530000002 -976676.6200000001)
103,100579,C_38628,1,6,6,10449,POINT (-754501.8130000001 -975342.1200000001)
104,100581,C_28559,1,1,3,23428,POINT (-754840.4518842808 -977398.7440853101)
105,100588,C_9972,2,1,6,21133,POINT (-758980.4457061848 -978215.1207329554)
106,100588,C_9970,3,1,3,1503,POINT (-758441.2630000002 -973436.1900000001)
107,100592,C_21808,1,6,6,24084,POINT (-765064.6112594651 -981859.7948604898)
108,100593,C_41744,3,1,2,24087,POINT (-766741.4270404472 -982038.8372898248)
109,100594,C_19225,3,6,2,23669,POINT (-763642.4932475556 -977304.9487141406)
110,100595,C_18296,1,1,3,24084,POINT (-765064.6112594651 -981859.7948604898)
111,100596,C_46571,1,1,6,54,POINT (-766136.5930000001 -982826.9900000001)
112,100597,C_34416,1,2,3,24087,POINT (-766741.4270404472 -982038.8372898248)
113,100600,C_19059,1,1,6,47,POINT (-766121.5930000001 -983059.9900000001)
114,100600,C_19061,3,7,3,23849,POINT (-764492.5745787509 -983013.2443208023)
115,100601,C_40329,1,6,2,5463,POINT (-759360.6330000001 -984886.4700000001)
116,100602,C_19225,3,6,2,23843,POINT (-764028.5616735417 -982761.8668284047)
117,100607,C_7445,3,1,3,11167,POINT (-750936.0230000002 -981100.5500000002)
118,100611,C_34416,1,2,3,4496,POINT (-752922.4630000001 -976659.2000000001)
119,100612,C_21972,1,7,6,24872,POINT (-753613.3720110845 -981600.5487210111)
120,100614,C_21106,1,1,6,16629,POINT (-758039.0330000001 -977509.3100000001)
121,100614,C_21105,4,6,2,9188,POINT (-749956.9730000001 -980601.3000000002)
122,100616,C_13584,2,6,3,23992,POINT (-766561.4694760343 -980130.2093694384)
123,100617,C_43616,2,1,6,22644,POINT (-767850.8229440385 -973977.9913224459)
124,100621,C_24200,1,1,3,22651,POINT (-767518.2449592066 -972584.3828661885)
125,100623,C_41024,1,2,3,22640,POINT (-768216.5157756335 -973369.1183682119)
126,100624,C_17544,1,6,2,24415,POINT (-767750.4851648294 -965590.3369231339)
127,100629,C_1050,2,6,3,22949,POINT (-768729.1726541851 -972154.2789685441)
128,100629,C_1054,4,6,2,16656,POINT (-764738.4430000001 -984523.0500000002)
129,100633,C_42298,1,6,6,24266,POINT (-768837.1919063873 -964131.7395144496)
130,100635,C_30182,3,1,6,22747,POINT (-768085.3347057048 -972515.4580042883)
131,100636,C_8245,2,6,3,6194,POINT (-763415.4130000001 -975354.0600000001)
132,100636,C_8248,3,6,6,16467,POINT (-762192.6630000001 -977190.8700000001)
133,100636,C_8246,4,6,2,22524,POINT (-763635.4873566182 -970500.6280252328)
134,100646,C_6637,2,7,3,22645,POINT (-767829.7163119829 -974137.2921439282)
135,100649,C_50414,2,1,6,22733,POINT (-768121.3339973175 -973202.7511506652)
136,100650,C_45676,2,3,3,17529,POINT (-769134.9030000002 -971369.4500000001)
137,100651,C_23826,1,1,3,16900,POINT (-768024.6130000001 -973595.3700000001)
138,100653,C_37451,1,1,3,22740,POINT (-768040.3619886935 -973204.5656451073)
139,100653,C_37453,3,1,6,22686,POINT (-768010.0629393613 -973845.3120748516)
140,100663,C_44598,2,6,3,23019,POINT (-768054.6758218985 -970315.5665569303)
141,100670,C_14478,2,1,3,22792,POINT (-767444.654518194 -973307.2843804486)
142,100673,C_38318,1,1,2,17,POINT (-765944.6830000001 -968202.5000000001)
143,100673,C_38319,3,1,3,22650,POINT (-767574.0975423525 -972575.5054540696)
144,100673,C_38322,5,1,2,22734,POINT (-768041.4344026034 -973294.2668162045)
145,100675,C_35167,1,1,3,22658,POINT (-767661.4883620989 -972298.3946277749)
146,100675,C_35169,3,1,2,22660,POINT (-767593.1050983715 -972757.4564913088)
147,100676,C_26397,2,1,3,16935,POINT (-763902.8330000001 -977783.7200000001)
148,100679,C_28462,1,7,3,23629,POINT (-763669.331216839 -980092.4322016451)
149,100680,C_17544,1,6,2,25059,POINT (-756176.0542641453 -963580.2027215263)
150,100681,C_38720,3,1,3,22653,POINT (-767500.4435747422 -972812.2451272204)
151,100682,C_41788,2,6,3,23154,POINT (-765577.2730361915 -974578.4260515363)
152,100684,C_43616,2,1,6,22654,POINT (-767484.9447146512 -972886.298170011)
153,100686,C_19221,1,1,2,22768,POINT (-767478.34335953 -973260.5803598427)
154,100687,C_7445,3,1,3,22656,POINT (-767516.9704442299 -972291.3562154195)
155,100689,C_21512,1,1,6,22757,POINT (-768105.3035069321 -972568.7041312642)
156,100689,C_21511,2,1,3,22790,POINT (-767953.777121325 -972918.425793819)
157,100689,C_21513,4,1,2,22644,POINT (-767850.8229440385 -973977.9913224459)
158,100689,C_21514,5,1,3,2194,POINT (-767508.8030000001 -973737.2000000001)
159,100690,C_23826,1,1,3,9717,POINT (-768025.5630000001 -972865.7600000001)
160,100692,C_26397,2,1,3,23055,POINT (-768969.177544853 -971126.1776494919)
161,100694,C_38327,1,1,3,13553,POINT (-767540.8330000001 -973892.5500000002)
162,100694,C_38329,3,1,2,22772,POINT (-767567.337970515 -973209.14902433)
163,100696,C_31171,1,7,3,20474,POINT (-763329.7711575509 -975690.4217045823)
164,100697,C_11484,1,7,3,22638,POINT (-767167.4764201248 -974375.921276785)
165,100699,C_43436,1,7,6,9010,POINT (-749347.5530000001 -981326.4900000001)
166,10070,C_42958,2,6,2,25246,POINT (-756625.740568142 -966852.7413904773)
167,100700,C_19221,1,1,2,22649,POINT (-767554.0072907244 -972458.0273895545)
168,100702,C_46642,1,1,3,22660,POINT (-767593.1050983715 -972757.4564913088)
169,100702,C_46644,3,2,2,22970,POINT (-766680.5742359121 -971187.000527306)
170,100703,C_27685,1,2,6,22681,POINT (-766703.5865549998 -972397.0083713103)
171,100703,C_27684,3,2,6,22790,POINT (-767953.777121325 -972918.425793819)
172,100703,C_27682,5,7,3,22672,POINT (-767711.712615979 -974118.5862370869)
173,100709,C_22365,2,1,3,6243,POINT (-761460.6430000002 -975176.0300000001)
174,100717,C_18296,1,1,3,23993,POINT (-767423.0399437826 -980091.0593844781)
175,100719,C_33420,1,2,6,23873,POINT (-768701.4189152347 -980866.2743672051)
176,100720,C_18296,1,1,3,23851,POINT (-764922.3347974546 -983504.8081350047)
177,100722,C_15536,1,6,3,15595,POINT (-766029.5930000001 -982327.9900000001)
178,100722,C_15539,3,6,3,23872,POINT (-769311.8791833833 -980733.3654852125)
179,100724,C_46642,1,1,3,23899,POINT (-768145.9591551807 -980955.6448125889)
180,100724,C_46644,3,2,2,23993,POINT (-767423.0399437826 -980091.0593844781)
181,100725,C_21970,1,6,6,20519,POINT (-759998.6566163915 -975817.0554142972)
182,100725,C_21971,3,6,6,24087,POINT (-766741.4270404472 -982038.8372898248)
183,100726,C_42619,1,7,6,24158,POINT (-761944.8888451833 -960169.6832741516)
184,100729,C_22365,2,1,3,23854,POINT (-764435.968732961 -984047.2765676581)
185,100731,C_34416,1,2,3,5766,POINT (-768257.4630000001 -979480.1799890974)
186,100734,C_26397,2,1,3,13855,POINT (-765088.5930000001 -979940.9900000001)
187,100736,C_44598,2,6,3,23850,POINT (-764813.3786693169 -983679.7761537996)
188,100737,C_41024,1,2,3,2435,POINT (-756196.2830000001 -983700.9800000001)
189,100738,C_38556,2,6,3,24084,POINT (-765064.6112594651 -981859.7948604898)
190,100739,C_13005,1,1,3,23804,POINT (-763689.2928175851 -983148.7273704937)
191,100741,C_20458,1,6,6,23874,POINT (-769041.146622777 -982021.5929496624)
192,100743,C_21808,1,6,6,23936,POINT (-768090.0909987629 -979492.0351878019)
193,10075,C_43269,2,6,3,24030,POINT (-769144.47961029 -976982.7226755318)
194,100756,C_24328,1,1,6,24630,POINT (-767979.6906049951 -967130.3225089828)
195,100765,C_28927,3,6,3,12919,POINT (-767436.3230000001 -970528.3899890975)
196,100766,C_43269,2,6,3,22174,POINT (-766504.5322013308 -971841.4339704493)
197,100767,C_38318,1,1,2,22168,POINT (-766290.8432214259 -972332.8493548454)
198,100767,C_38319,3,1,3,17664,POINT (-767200.4430000001 -971090.4400000001)
199,100767,C_38322,5,1,2,22653,POINT (-767500.4435747422 -972812.2451272204)
200,100769,C_45676,2,3,3,12762,POINT (-767176.5930000001 -970780.8600000001)
201,100770,C_50094,3,1,2,12762,POINT (-767176.5930000001 -970780.8600000001)
202,100772,C_38318,1,1,2,23141,POINT (-765830.3122182179 -973378.5836517455)
203,100772,C_38319,3,1,3,23142,POINT (-765163.2049897437 -974702.3022469854)
204,100772,C_38322,5,1,2,23034,POINT (-764727.2265855263 -973476.551779738)
205,100773,C_21924,1,6,3,12990,POINT (-765881.2930000001 -968103.9600000001)
206,100773,C_21926,3,1,2,22970,POINT (-766680.5742359121 -971187.000527306)
207,100787,C_40802,1,5,2,24126,POINT (-761630.5362328595 -958365.826013292)
208,100788,C_7445,3,1,3,4989,POINT (-766472.5930000001 -969712.9900000001)
209,100792,C_44598,2,6,3,14018,POINT (-756512.5930000001 -983621.9900000001)
210,100793,C_41551,1,7,3,23054,POINT (-768930.7551267016 -970903.6361654219)
211,100793,C_41552,2,7,2,23122,POINT (-766648.3053835246 -969110.39943611)
212,100799,C_39273,1,1,3,12762,POINT (-767176.5930000001 -970780.8600000001)
213,100799,C_39274,2,1,2,7637,POINT (-767415.2930000001 -971049.3100000001)
214,100800,C_41336,3,7,3,22966,POINT (-766982.4132564436 -970309.6394421516)
215,100801,C_42958,2,6,2,22165,POINT (-765281.4998631831 -971579.1667222197)
216,100806,C_40797,1,1,6,15724,POINT (-768271.3130000001 -971462.8800000001)
217,100806,C_40796,2,1,3,23050,POINT (-768444.2754960972 -971352.0847653458)
218,100806,C_40798,4,1,3,10287,POINT (-767491.2030000001 -970183.9499890974)
219,100810,C_32099,2,6,3,22424,POINT (-758865.046969211 -984682.4022250773)
220,100811,C_38819,3,1,3,22958,POINT (-767150.3994324314 -971359.8120146705)
221,100814,C_23826,1,1,3,22960,POINT (-767206.1331346718 -971036.4257050653)
222,100815,C_41788,2,6,3,23666,POINT (-763516.4077761022 -977682.6486038406)
223,100816,C_36944,1,1,3,22539,POINT (-766241.0371036171 -975861.7023963789)
224,100817,C_41744,3,1,2,2822,POINT (-768082.8030000001 -971224.1400000001)
225,100818,C_32099,2,6,3,22372,POINT (-761767.4836950427 -984108.8124417362)
226,100820,C_38556,2,6,3,22785,POINT (-767820.0734436997 -972978.7653485005)
227,100821,C_558,1,1,3,3938,POINT (-764419.0930000001 -975357.6300000001)
228,100821,C_555,3,1,2,22555,POINT (-765305.5134345667 -977940.1547911699)
229,100822,C_16317,1,1,3,48,POINT (-767177.5930000001 -970496.9900000001)
230,100824,C_21046,1,1,2,15724,POINT (-768271.3130000001 -971462.8800000001)
231,100827,C_11484,1,7,3,23137,POINT (-766879.4645348875 -969601.0051791929)
232,100828,C_42958,2,6,2,22863,POINT (-769121.8884138868 -975239.2047690926)
233,100832,C_34416,1,2,3,22882,POINT (-769868.3756690967 -974786.6141667975)
234,100833,C_7445,3,1,3,7639,POINT (-767415.5930000001 -971130.9900000001)
235,100834,C_46571,1,1,6,22532,POINT (-765402.1519001911 -975591.0821728866)
236,100837,C_40947,2,1,3,12872,POINT (-766678.5930000001 -971495.9900000001)
237,100838,C_44013,3,1,3,2822,POINT (-768082.8030000001 -971224.1400000001)
238,100840,C_43616,2,1,6,23533,POINT (-759807.3816256901 -973338.7418016315)
239,100841,C_18296,1,1,3,7639,POINT (-767415.5930000001 -971130.9900000001)
240,100843,C_41788,2,6,3,20666,POINT (-760346.0074248025 -973984.3107478872)
241,100844,C_5871,1,1,2,22973,POINT (-766990.5642205885 -971763.9088395378)
242,100844,C_5872,2,6,3,22681,POINT (-766703.5865549998 -972397.0083713103)
243,100844,C_5869,4,6,2,25361,POINT (-758997.5415088455 -969553.663003642)
244,100847,C_4917,1,1,6,7639,POINT (-767415.5930000001 -971130.9900000001)
245,100850,C_24326,1,1,6,23155,POINT (-765084.6477613413 -974775.2109478638)
246,100851,C_23627,1,4,6,22961,POINT (-767030.7389596078 -970646.9264749254)
247,100852,C_37828,1,6,3,23122,POINT (-766648.3053835246 -969110.39943611)
248,100852,C_37829,2,6,2,22958,POINT (-767150.3994324314 -971359.8120146705)
249,100854,C_5003,3,4,6,22541,POINT (-765655.3649733145 -977463.0880386661)
250,100855,C_558,1,1,3,2068,POINT (-769264.6030000001 -971420.1600000001)
251,100855,C_555,3,1,2,18438,POINT (-768258.5930000001 -971207.9900000001)
252,100856,C_42958,2,6,2,264,POINT (-766915.0030000001 -973942.1600000001)
253,100857,C_41744,3,1,2,23077,POINT (-768444.3157670621 -971431.2351720037)
254,100862,C_42771,3,1,2,4987,POINT (-766557.5930000001 -969848.9900000001)
255,100866,C_31144,1,1,3,2822,POINT (-768082.8030000001 -971224.1400000001)
256,100867,C_47573,1,5,3,7320,POINT (-758917.1030000001 -979634.4599890974)
257,10087,C_4157,1,7,6,25153,POINT (-762730.4486217555 -964796.235684689)
258,10087,C_4158,2,7,3,24137,POINT (-762804.2003625905 -963919.1983644321)
259,100870,C_29202,1,6,6,22858,POINT (-768506.5985899656 -974675.605638658)
260,100875,C_26859,1,6,6,24478,POINT (-762323.1017918636 -979994.6394920897)
261,100877,C_4577,1,1,6,23484,POINT (-757301.0554007706 -973247.7703768213)
262,100877,C_4579,2,1,3,21814,POINT (-758761.3607541516 -974039.9106547624)
263,100877,C_4576,4,1,6,1503,POINT (-758441.2630000002 -973436.1900000001)
264,100878,C_7418,1,1,3,23533,POINT (-759807.3816256901 -973338.7418016315)
265,10088,C_19228,1,1,2,23124,POINT (-766605.4611416897 -969992.778004639)
266,100881,C_16189,1,1,3,23559,POINT (-760005.3362308444 -973054.0696558297)
267,100885,C_43616,2,1,6,5325,POINT (-761495.3630000001 -975544.3900000001)
268,100891,C_42986,1,7,3,25362,POINT (-758192.0727797558 -969148.9905360852)
269,100898,C_50205,3,1,2,20626,POINT (-760828.7578403883 -973179.6761415103)
270,100899,C_20825,3,1,2,23602,POINT (-756085.4772372273 -970145.1133043969)
271,100900,C_41367,1,3,6,23624,POINT (-757985.6533596177 -971340.3941958817)
272,100903,C_4962,3,7,2,21814,POINT (-758761.3607541516 -974039.9106547624)
273,100908,C_40802,1,5,2,25508,POINT (-762250.8717476003 -984856.6926912082)
274,100911,C_33417,1,1,3,4754,POINT (-759435.5930000001 -965547.9900000001)
275,100911,C_33418,2,1,6,25121,POINT (-760108.7741763743 -965561.9476112255)
276,100913,C_26397,2,1,3,25127,POINT (-759570.9106464323 -965301.2723230638)
277,100914,C_7445,3,1,3,25150,POINT (-760524.9839685108 -966652.4329495501)
278,100918,C_16317,1,1,3,11629,POINT (-760982.5930000001 -966173.9900000001)
279,100919,C_12848,2,6,3,25135,POINT (-757145.7222273719 -965143.4216241874)
280,10092,C_5666,1,1,6,12919,POINT (-767436.3230000001 -970528.3899890975)
281,10092,C_5669,3,1,3,13092,POINT (-767333.3530000001 -970833.4300000001)
282,10092,C_5668,5,1,6,7070,POINT (-767429.9230000001 -971045.8400000001)
283,100920,C_21924,1,6,3,24146,POINT (-761447.7191846633 -958454.6898848094)
284,100920,C_21926,3,1,2,25507,POINT (-757128.829960385 -965646.8301481266)
285,100922,C_47696,1,7,6,19438,POINT (-758875.2081802113 -961831.667522161)
286,100922,C_47697,2,7,3,19995,POINT (-759653.7998665344 -960952.5161564799)
287,100923,C_45676,2,3,3,25126,POINT (-757831.0219663818 -964658.4923006522)
288,100929,C_23826,1,1,3,14341,POINT (-758427.5930000001 -965115.9900000001)
289,100932,C_22365,2,1,3,4133,POINT (-763105.5930000001 -960430.9900000001)
290,100934,C_7593,1,6,3,25131,POINT (-757832.5292547708 -965196.4562667239)
291,100936,C_11013,1,1,2,25300,POINT (-759204.5000048147 -967127.0664628886)
292,100940,C_995,1,6,3,25129,POINT (-759245.6729800369 -964735.3160097385)
293,100943,C_22365,2,1,3,15065,POINT (-762245.5930000001 -967723.9900000001)
294,100945,C_43616,2,1,6,14367,POINT (-759307.5930000001 -965428.9900000001)
295,100947,C_9972,2,1,6,19535,POINT (-759516.336826804 -961685.7969897041)
296,100947,C_9970,3,1,3,19522,POINT (-759495.7106983517 -961521.3449271817)
297,100949,C_10892,1,1,3,25121,POINT (-760108.7741763743 -965561.9476112255)
298,100956,C_29701,1,6,3,11475,POINT (-758591.5930000001 -964786.9900000001)
299,100957,C_7583,2,3,3,24401,POINT (-763200.1596528295 -966009.078711266)
300,100959,C_35167,1,1,3,11661,POINT (-761189.5930000001 -966248.9900000001)
301,100959,C_35169,3,1,2,11671,POINT (-761123.5930000001 -966229.9900000001)
302,100960,C_19225,3,6,2,22554,POINT (-765767.4816438617 -976750.929383422)
303,100961,C_7445,3,1,3,11617,POINT (-759745.5930000001 -965764.9900000001)
304,100963,C_15917,1,7,6,18024,POINT (-756770.6230000001 -983323.7900000002)
305,100963,C_15915,2,7,3,17041,POINT (-756562.7030000001 -983331.3200000001)
306,100975,C_4241,1,2,3,10635,POINT (-753936.8330000001 -977878.4800000001)
307,100978,C_37295,3,5,3,24581,POINT (-770344.2538617229 -965825.7493972011)
308,100985,C_6637,2,7,3,22428,POINT (-758888.0732416828 -984748.383128495)
309,100987,C_30182,3,1,6,18267,POINT (-761388.7630000002 -983107.9700000001)
310,100988,C_10861,3,1,2,5796,POINT (-761087.1530000002 -983527.9600000001)
311,100991,C_22782,1,6,3,5741,POINT (-759163.3630000001 -983183.7800000001)
312,100993,C_15842,1,6,6,17335,POINT (-757291.1630000001 -975239.8800000001)
313,100993,C_15844,3,6,6,25252,POINT (-755077.0885461319 -968772.6597453613)
314,100996,C_38819,3,1,3,5739,POINT (-761505.6730000001 -983694.9100000001)
315,101001,C_42958,2,6,2,1499,POINT (-760704.1130000001 -970910.5000000001)
316,101002,C_38615,3,1,2,13057,POINT (-765345.5930000001 -967942.9900000001)
317,101005,C_22216,1,1,3,13057,POINT (-765345.5930000001 -967942.9900000001)
318,101006,C_24326,1,1,6,1693,POINT (-765065.5930000001 -967950.9900000001)
319,101009,C_24177,2,1,2,22790,POINT (-767953.777121325 -972918.425793819)
320,101010,C_1724,1,6,6,25103,POINT (-757833.94234299 -964651.4729422409)
321,101010,C_1721,2,6,2,22522,POINT (-764264.6249448477 -970836.6013503766)
322,101010,C_1722,3,6,3,22519,POINT (-763964.1209856877 -970072.7243309424)
323,101017,C_43616,2,1,6,24678,POINT (-765717.5381085385 -969250.3175673431)
324,101020,C_43270,2,7,3,25288,POINT (-759937.7038080678 -968322.0139778315)
325,101022,C_40797,1,1,6,24678,POINT (-765717.5381085385 -969250.3175673431)
326,101022,C_40796,2,1,3,24685,POINT (-766139.6364502617 -969282.881482697)
327,101022,C_40798,4,1,3,22967,POINT (-766903.8381597593 -970690.6306408319)
328,101025,C_32099,2,6,3,21816,POINT (-759698.2932590189 -974206.9872368282)
329,101028,C_51339,3,2,6,15096,POINT (-762508.5930000001 -967373.9900000001)
330,101032,C_36603,2,6,6,12741,POINT (-753996.5730000001 -976657.1899890974)
331,101033,C_29764,1,1,3,25515,POINT (-749715.7047637518 -974721.5706257264)
