,PersonID,AgeGroup,JourneyMainMode,LocationID,geometry
127,109990,1,3,25486,POINT (-767462.879999999 -970908.3200000003)
128,110162,1,4,25486,POINT (-767462.879999999 -970908.3200000003)
129,110226,1,5,25486,POINT (-767462.879999999 -970908.3200000003)
130,110587,1,3,25486,POINT (-767462.879999999 -970908.3200000003)
131,110673,1,5,25486,POINT (-767462.879999999 -970908.3200000003)
132,110782,1,5,25486,POINT (-767462.879999999 -970908.3200000003)
133,110860,1,6,25486,POINT (-767462.879999999 -970908.3200000003)
134,113364,1,1,25486,POINT (-767462.879999999 -970908.3200000003)
135,113475,1,3,25486,POINT (-767462.879999999 -970908.3200000003)
136,113486,1,4,25486,POINT (-767462.879999999 -970908.3200000003)
137,113701,1,6,25486,POINT (-767462.879999999 -970908.3200000003)
138,113887,1,5,25486,POINT (-767462.879999999 -970908.3200000003)
139,113911,1,1,25486,POINT (-767462.879999999 -970908.3200000003)
140,114109,1,3,25486,POINT (-767462.879999999 -970908.3200000003)
141,114333,1,3,25486,POINT (-767462.879999999 -970908.3200000003)
142,114459,1,1,25486,POINT (-767462.879999999 -970908.3200000003)
143,21384,1,6,748480_120,POINT (-762653.8681572473 -971682.218823727)
144,29011,1,1,748480_120,POINT (-762653.8681572473 -971682.218823727)
145,31910,1,7,748480_120,POINT (-762653.8681572473 -971682.218823727)
146,54814,1,1,748480_71,POINT (-762502.3394095891 -972966.6933496045)
147,55716,1,6,748480_270,POINT (-762393.3592867705 -973379.1115737431)
148,57056,1,6,748480_238,POINT (-762489.1544257235 -972817.1195453223)
149,68813,1,6,748480_140,POINT (-762348.0189554529 -972489.7796223962)
150,68814,1,7,748480_120,POINT (-762653.8681572473 -971682.218823727)
151,115186,1,1,748480_270,POINT (-762393.3592867705 -973379.1115737431)
152,114391,1,3,748480_28,POINT (-761877.888020304 -971734.2559210962)
153,37492,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
154,37648,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
155,38500,1,5,25409,POINT (-755452.7600000016 -974674.4800000004)
156,38560,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
157,40803,1,4,25409,POINT (-755452.7600000016 -974674.4800000004)
158,40962,1,7,25409,POINT (-755452.7600000016 -974674.4800000004)
159,41559,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
160,41565,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
161,41572,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
162,41600,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
163,42135,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
164,42583,1,4,25409,POINT (-755452.7600000016 -974674.4800000004)
165,43228,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
166,43312,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
167,44102,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
168,44319,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
169,44594,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
170,45178,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
171,45686,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
172,45689,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
173,47527,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
174,47910,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
175,47911,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
176,47932,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
177,47933,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
178,48768,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
179,48769,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
180,48899,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
181,50053,1,7,25409,POINT (-755452.7600000016 -974674.4800000004)
182,50406,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
183,50488,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
184,50533,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
185,51201,1,5,25409,POINT (-755452.7600000016 -974674.4800000004)
186,51209,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
187,51280,1,4,25409,POINT (-755452.7600000016 -974674.4800000004)
188,51348,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
189,52307,1,5,25409,POINT (-755452.7600000016 -974674.4800000004)
190,52353,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
191,52543,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
192,52547,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
193,52657,1,5,25409,POINT (-755452.7600000016 -974674.4800000004)
194,52839,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
195,52899,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
196,52956,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
197,53054,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
198,53122,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
199,53194,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
200,53220,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
201,53342,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
202,53452,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
203,53492,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
204,53728,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
205,53730,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
206,53774,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
207,53823,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
208,53824,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
209,53843,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
210,53896,1,7,25409,POINT (-755452.7600000016 -974674.4800000004)
211,53903,1,7,25409,POINT (-755452.7600000016 -974674.4800000004)
212,53999,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
213,54055,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
214,54118,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
215,54161,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
216,54285,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
217,54299,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
218,54343,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
219,54450,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
220,54458,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
221,54593,1,7,25409,POINT (-755452.7600000016 -974674.4800000004)
222,54597,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
223,54600,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
224,110116,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
225,110263,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
226,110269,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
227,110459,1,4,25409,POINT (-755452.7600000016 -974674.4800000004)
228,110518,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
229,110870,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
230,111139,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
231,113733,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
232,113788,1,1,25409,POINT (-755452.7600000016 -974674.4800000004)
233,113976,1,7,25409,POINT (-755452.7600000016 -974674.4800000004)
234,114044,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
235,114174,1,4,25409,POINT (-755452.7600000016 -974674.4800000004)
236,114219,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
237,114631,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
238,114746,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
239,115051,1,3,25409,POINT (-755452.7600000016 -974674.4800000004)
240,115098,1,6,25409,POINT (-755452.7600000016 -974674.4800000004)
241,114611,1,6,608955_55,POINT (-761795.1757548049 -971964.6976975207)
242,19514,1,1,25422,POINT (-761858.629999999 -975226.1499999985)
243,20387,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
244,31901,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
245,31988,1,1,25422,POINT (-761858.629999999 -975226.1499999985)
246,32348,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
247,32405,1,6,25433,POINT (-762059.4699999988 -974062.6000000015)
248,32416,1,6,25433,POINT (-762059.4699999988 -974062.6000000015)
249,32476,1,3,25432,POINT (-762024.5899999999 -974268.5300000012)
250,32477,1,3,25432,POINT (-762024.5899999999 -974268.5300000012)
251,32552,1,6,25423,POINT (-761918.9100000001 -975110.4200000018)
252,32580,1,1,25422,POINT (-761858.629999999 -975226.1499999985)
253,42431,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
254,48749,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
255,48750,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
256,48785,1,3,25423,POINT (-761918.9100000001 -975110.4200000018)
257,48788,1,6,25423,POINT (-761918.9100000001 -975110.4200000018)
258,48795,1,6,25433,POINT (-762059.4699999988 -974062.6000000015)
259,48884,1,5,25433,POINT (-762059.4699999988 -974062.6000000015)
260,49487,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
261,49495,1,5,25432,POINT (-762024.5899999999 -974268.5300000012)
262,49498,1,3,25423,POINT (-761918.9100000001 -975110.4200000018)
263,49638,1,4,25433,POINT (-762059.4699999988 -974062.6000000015)
264,55592,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
265,55621,1,3,25432,POINT (-762024.5899999999 -974268.5300000012)
266,55631,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
267,55635,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
268,55638,1,4,25423,POINT (-761918.9100000001 -975110.4200000018)
269,55644,1,6,25433,POINT (-762059.4699999988 -974062.6000000015)
270,55671,1,7,25433,POINT (-762059.4699999988 -974062.6000000015)
271,55677,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
272,55687,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
273,55712,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
274,55746,1,3,25432,POINT (-762024.5899999999 -974268.5300000012)
275,55747,1,1,25422,POINT (-761858.629999999 -975226.1499999985)
276,55752,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
277,55753,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
278,55758,1,7,25422,POINT (-761858.629999999 -975226.1499999985)
279,55759,1,7,25433,POINT (-762059.4699999988 -974062.6000000015)
280,55776,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
281,55780,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
282,55788,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
283,55789,1,7,25422,POINT (-761858.629999999 -975226.1499999985)
284,55792,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
285,55801,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
286,55807,1,7,25422,POINT (-761858.629999999 -975226.1499999985)
287,55839,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
288,55843,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
289,55851,1,6,25433,POINT (-762059.4699999988 -974062.6000000015)
290,55883,1,3,25423,POINT (-761918.9100000001 -975110.4200000018)
291,55911,1,3,25423,POINT (-761918.9100000001 -975110.4200000018)
292,55913,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
293,55916,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
294,55930,1,4,25433,POINT (-762059.4699999988 -974062.6000000015)
295,55957,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
296,55975,1,7,25423,POINT (-761918.9100000001 -975110.4200000018)
297,56008,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
298,56024,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
299,56055,1,6,25433,POINT (-762059.4699999988 -974062.6000000015)
300,56062,1,3,25423,POINT (-761918.9100000001 -975110.4200000018)
301,56067,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
302,56068,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
303,56100,1,1,25423,POINT (-761918.9100000001 -975110.4200000018)
304,56115,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
305,56124,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
306,56145,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
307,56154,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
308,56155,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
309,56158,1,1,25422,POINT (-761858.629999999 -975226.1499999985)
310,56166,1,4,25422,POINT (-761858.629999999 -975226.1499999985)
311,56188,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
312,56189,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
313,56196,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
314,56210,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
315,56227,1,7,25423,POINT (-761918.9100000001 -975110.4200000018)
316,56256,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
317,56257,1,6,25432,POINT (-762024.5899999999 -974268.5300000012)
318,56274,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
319,56279,1,3,25423,POINT (-761918.9100000001 -975110.4200000018)
320,56281,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
321,56311,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
322,56317,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
323,56334,1,1,25422,POINT (-761858.629999999 -975226.1499999985)
324,56337,1,7,25422,POINT (-761858.629999999 -975226.1499999985)
325,56339,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
326,56354,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
327,56361,1,1,25423,POINT (-761918.9100000001 -975110.4200000018)
328,56372,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
329,56377,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
330,56381,1,1,25422,POINT (-761858.629999999 -975226.1499999985)
331,56383,1,3,25423,POINT (-761918.9100000001 -975110.4200000018)
332,56402,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
333,56408,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
334,56414,1,3,25423,POINT (-761918.9100000001 -975110.4200000018)
335,56422,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
336,56424,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
337,56433,1,1,25422,POINT (-761858.629999999 -975226.1499999985)
338,56446,1,7,25422,POINT (-761858.629999999 -975226.1499999985)
339,56450,1,4,25433,POINT (-762059.4699999988 -974062.6000000015)
340,56451,1,1,25422,POINT (-761858.629999999 -975226.1499999985)
341,56461,1,4,25432,POINT (-762024.5899999999 -974268.5300000012)
342,56475,1,7,25422,POINT (-761858.629999999 -975226.1499999985)
343,56482,1,6,25433,POINT (-762059.4699999988 -974062.6000000015)
344,56483,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
345,56633,1,5,25433,POINT (-762059.4699999988 -974062.6000000015)
346,56658,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
347,56664,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
348,56665,1,5,25433,POINT (-762059.4699999988 -974062.6000000015)
349,56670,1,6,25433,POINT (-762059.4699999988 -974062.6000000015)
350,56683,1,1,25422,POINT (-761858.629999999 -975226.1499999985)
351,56687,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
352,56693,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
353,56704,1,1,25422,POINT (-761858.629999999 -975226.1499999985)
354,56706,1,6,25433,POINT (-762059.4699999988 -974062.6000000015)
355,56715,1,6,25432,POINT (-762024.5899999999 -974268.5300000012)
356,56742,1,6,25433,POINT (-762059.4699999988 -974062.6000000015)
357,56744,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
358,56749,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
359,56753,1,6,25432,POINT (-762024.5899999999 -974268.5300000012)
360,56761,1,4,25422,POINT (-761858.629999999 -975226.1499999985)
361,56762,1,6,25423,POINT (-761918.9100000001 -975110.4200000018)
362,56769,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
363,56772,1,3,25432,POINT (-762024.5899999999 -974268.5300000012)
364,56783,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
365,56797,1,6,25432,POINT (-762024.5899999999 -974268.5300000012)
366,56809,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
367,56842,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
368,56867,1,4,25422,POINT (-761858.629999999 -975226.1499999985)
369,57159,1,7,25422,POINT (-761858.629999999 -975226.1499999985)
370,57202,1,4,25423,POINT (-761918.9100000001 -975110.4200000018)
371,57674,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
372,57791,1,3,25432,POINT (-762024.5899999999 -974268.5300000012)
373,58044,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
374,58045,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
375,58662,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
376,58881,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
377,58902,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
378,59486,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
379,59487,1,8,25433,POINT (-762059.4699999988 -974062.6000000015)
380,59532,1,7,25433,POINT (-762059.4699999988 -974062.6000000015)
381,59595,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
382,59650,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
383,59670,1,6,25432,POINT (-762024.5899999999 -974268.5300000012)
384,59683,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
385,59732,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
386,59756,1,3,25432,POINT (-762024.5899999999 -974268.5300000012)
387,60031,1,3,25422,POINT (-761858.629999999 -975226.1499999985)
388,60058,1,4,25433,POINT (-762059.4699999988 -974062.6000000015)
389,60256,1,1,25432,POINT (-762024.5899999999 -974268.5300000012)
390,60538,1,3,25423,POINT (-761918.9100000001 -975110.4200000018)
391,60545,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
392,60633,1,6,25422,POINT (-761858.629999999 -975226.1499999985)
393,60639,1,3,25432,POINT (-762024.5899999999 -974268.5300000012)
394,60649,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
395,60704,1,1,25433,POINT (-762059.4699999988 -974062.6000000015)
396,60723,1,3,25433,POINT (-762059.4699999988 -974062.6000000015)
397,60767,1,3,25423,POINT (-761918.9100000001 -975110.4200000018)
398,60840,1,5,25422,POINT (-761858.629999999 -975226.1499999985)
399,61085,1,3,25432,POINT (-762024.5899999999 -974268.5300000012)
400,61181,1,6,25433,POINT (-762059.4699999988 -974062.6000000015)
401,61369,1,6,25433,POINT (-762059.4699999988 -974062.6000000015)
402,61417,1,5,25433,POINT (-762059.4699999988 -974062.6000000015)
