,PersonID,valid,size
609,104350,True,1
610,104351,True,1
611,104352,True,1
612,104354,True,1
613,104358,True,2
614,104360,True,1
615,104361,True,1
616,104364,True,2
617,104371,True,1
618,104372,True,1
619,104373,True,1
620,104375,True,1
621,104381,True,2
622,104382,False,2
623,104387,True,1
624,104396,True,1
625,104399,True,1
626,104401,True,1
627,104404,True,1
628,104405,True,1
629,104407,True,1
630,104408,True,1
631,104410,True,1
632,104414,True,1
633,104415,True,1
634,104418,True,1
635,104420,True,1
636,104424,True,1
637,104424,True,1
638,104425,True,1
639,104426,True,1
640,104428,True,1
641,104429,True,1
642,10443,True,1
643,104431,True,1
644,104432,True,1
645,104437,True,2
646,104441,True,1
647,104441,True,1
648,104447,True,2
649,104455,True,1
650,104456,True,1
651,104461,True,1
652,104463,True,1
653,104466,True,1
654,104468,True,1
655,104470,True,1
656,104475,True,1
657,104477,True,1
658,104482,True,1
659,104492,True,1
660,104492,True,1
661,104493,True,1
662,104493,True,1
663,104497,True,1
664,104498,True,1
665,104503,True,1
666,104503,True,1
667,104507,False,2
668,104509,True,1
669,104509,True,1
670,104511,True,1
671,104512,True,1
672,104512,True,1
673,104517,True,1
674,104519,True,2
675,104520,True,1
676,104522,True,1
677,104523,True,1
678,104524,True,1
679,104535,True,1
680,104536,True,1
681,104540,True,1
682,104544,True,1
683,104548,True,1
684,104554,True,1
685,104554,True,1
686,104559,True,1
687,104560,True,1
688,104563,True,1
689,104568,True,1
690,104569,True,1
691,104571,True,1
692,104574,True,1
693,104582,True,1
694,104585,True,1
695,104588,True,1
696,104588,True,1
697,104588,True,1
698,104596,True,1
699,104597,True,1
700,104598,True,2
701,104599,True,1
702,104600,True,1
703,104604,True,1
704,104608,True,1
705,104614,True,1
706,104615,True,1
707,104617,True,1
708,10462,True,1
709,104622,True,1
710,104623,True,1
711,104623,True,1
712,104625,True,1
713,104629,True,1
714,104636,True,1
715,104639,True,1
716,104648,True,1
717,104650,True,1
718,104650,True,1
719,104654,True,1
720,104655,True,1
721,104659,True,1
722,104660,True,1
723,104660,True,1
724,104662,True,1
725,104666,True,1
726,104676,True,1
727,104678,True,1
728,104679,True,1
729,104683,True,1
730,104683,True,1
731,104689,True,1
732,104690,True,1
733,104698,True,1
734,104700,True,1
735,104700,False,1
736,104701,True,1
737,104703,True,1
738,104704,True,1
739,104708,True,2
740,104710,True,1
741,104711,True,1
742,104715,True,1
743,104715,True,1
744,104719,True,1
745,104719,True,1
746,10472,True,1
747,104723,True,1
748,104723,True,1
749,104727,True,1
750,104729,True,1
751,104730,True,1
752,104736,True,1
753,104738,True,1
754,104742,True,1
755,104744,True,1
756,104746,True,1
757,104746,True,1
758,104747,True,1
759,10475,True,1
760,104753,True,1
761,104754,True,1
762,104757,True,1
763,104758,True,1
764,104760,True,1
765,104760,True,1
766,104760,True,1
767,104762,True,1
768,104766,True,1
769,104768,True,1
770,104770,True,1
771,104805,False,1
772,10481,True,1
773,104820,True,1
774,104822,True,1
775,104825,True,1
776,104826,True,1
777,104829,True,1
778,104839,True,1
779,104840,True,1
780,104843,True,1
781,104847,True,1
782,104874,True,1
783,104874,True,1
784,104892,True,1
785,104894,True,1
786,104896,True,1
787,104913,True,1
788,104913,True,1
789,104914,True,1
790,104929,True,1
791,104934,True,1
792,104953,True,1
793,104961,True,1
794,105018,True,1
795,105039,True,1
796,105049,True,1
797,10507,True,1
798,105073,True,1
799,105084,True,1
800,105095,True,1
801,105111,True,1
802,105149,True,1
803,105155,True,1
804,105162,True,1
805,105191,True,1
806,105191,True,1
807,105208,True,1
808,105221,True,1
809,10523,True,1
810,10523,True,1
811,105296,True,1
812,105322,True,1
813,105326,True,1
814,10536,True,1
815,105367,True,1
816,105369,True,1
817,105376,False,1
818,10540,True,1
819,10540,True,1
820,105483,True,1
821,105487,True,1
822,105488,True,1
823,105499,True,1
824,105507,True,1
825,105515,True,1
826,105525,True,1
827,105529,True,1
828,10553,True,1
829,10553,True,1
830,10554,True,2
831,10557,True,1
832,105574,True,1
833,10559,True,1
834,105594,True,1
835,105599,True,1
836,105619,True,1
837,105631,True,1
838,105634,True,1
839,10564,True,1
840,105649,True,1
841,105664,True,1
842,105670,True,1
843,10568,True,1
844,10568,True,1
845,105706,True,1
846,105720,True,1
847,105721,True,1
848,105722,True,1
849,105723,True,1
850,105728,True,1
851,105732,True,1
852,105739,True,1
853,105740,True,1
854,105742,True,1
855,105743,True,1
856,105745,True,1
857,105746,True,1
858,105750,True,1
859,105752,True,1
860,105752,True,1
861,105754,True,1
862,105754,True,1
863,105756,True,1
864,10576,True,1
865,105762,True,1
866,105765,True,1
867,105766,True,1
868,105767,True,1
869,105773,True,1
870,105778,True,1
871,105780,True,1
872,105781,True,1
873,105782,True,1
874,105782,True,1
875,105784,True,1
876,105786,True,1
877,105787,True,1
878,10579,True,1
879,105792,True,1
880,105794,True,1
881,105797,True,1
882,105800,True,1
883,105802,True,1
884,105804,True,1
885,105804,True,1
886,105806,True,1
887,105807,True,1
888,105808,True,1
889,105809,True,1
890,10581,True,1
891,105811,True,1
892,105817,True,1
893,105818,True,1
894,105820,True,1
895,105821,True,1
896,105822,True,1
897,105823,True,1
898,105824,True,1
899,105827,True,1
900,105828,True,1
901,105829,True,1
902,105833,True,1
903,105835,True,1
904,105838,True,1
905,105840,True,2
906,105841,False,1
907,105843,True,1
908,105847,True,1
909,105852,True,1
910,105855,True,1
911,105857,True,1
912,105857,True,1
913,105859,True,1
914,105862,True,3
915,105868,True,1
916,105871,True,1
917,105873,True,1
918,105874,True,1
919,105876,True,1
920,105877,True,1
921,105880,True,1
922,105880,True,1
923,105884,True,1
924,105885,True,1
925,105887,True,1
926,105893,True,1
927,105893,True,3
928,105895,True,1
929,105906,True,1
930,105907,True,1
931,105908,True,1
932,105909,True,1
933,105910,True,1
934,105912,True,1
935,105915,True,1
936,105919,True,1
937,105920,True,1
938,105920,True,1
939,105921,True,1
940,105922,True,1
941,105924,True,1
942,105925,True,1
943,105926,True,1
944,105926,True,1
945,105935,True,1
946,105936,True,1
947,105942,True,1
948,105944,True,1
949,105944,True,1
950,105946,True,1
951,105948,True,1
952,105952,True,1
953,105955,False,2
954,105958,True,1
955,105959,True,1
956,105960,True,1
957,105961,True,1
958,105961,True,1
959,105963,True,1
960,105965,True,1
961,105975,True,1
962,105975,True,1
963,105975,True,1
964,105976,True,1
965,10599,True,2
966,10609,True,1
967,10619,True,1
968,10628,True,1
969,10636,True,1
970,10637,False,2
971,10640,False,1
972,10658,True,1
973,10664,True,1
974,10672,True,1
975,1068,True,1
976,10736,True,1
977,10739,True,1
978,10740,True,1
979,1075,True,1
980,107600,True,1
981,107605,True,1
982,107607,True,1
983,107613,True,1
984,107614,True,1
985,107617,True,1
986,107619,True,1
987,107620,True,1
988,107621,True,1
989,107633,True,1
990,107633,True,1
991,107639,True,1
992,107641,True,1
993,107643,True,1
994,107646,True,1
995,107647,True,2
996,107648,True,1
997,107657,True,1
998,107663,True,1
999,107667,True,1
1000,107669,True,1
1001,107670,True,1
1002,107671,True,1
1003,107672,True,1
1004,107673,True,1
1005,107674,True,1
1006,107675,True,1
1007,107676,True,1
1008,107678,True,1
1009,107685,True,1
1010,107686,True,1
1011,107688,True,1
1012,107689,True,1
1013,107690,True,1
1014,107691,True,1
1015,107693,True,1
1016,107694,True,1
1017,107696,True,1
1018,107697,True,1
1019,107698,True,1
1020,107703,False,1
1021,107708,True,1
1022,107709,True,1
1023,107714,True,1
1024,107716,True,1
1025,107717,True,1
1026,107721,False,3
1027,107721,True,1
1028,107722,True,1
1029,107723,True,1
1030,107724,True,1
1031,107725,True,1
1032,107732,True,1
1033,107733,True,1
1034,107733,True,1
1035,107737,True,1
1036,107741,True,1
1037,107749,True,1
1038,107751,True,1
1039,107755,True,1
1040,107757,True,1
1041,107757,True,1
1042,107759,True,1
1043,107760,True,1
1044,107760,True,1
1045,107764,True,1
1046,107764,True,1
1047,107765,True,1
1048,107770,True,1
1049,107771,True,1
1050,107772,True,1
1051,107772,True,1
1052,107773,True,1
1053,107773,True,1
1054,107777,True,1
1055,107780,True,2
1056,107782,True,1
1057,107783,True,1
1058,107785,True,1
1059,107786,True,1
1060,107789,True,1
1061,107792,True,1
1062,107794,True,1
1063,107795,True,1
1064,107797,True,1
1065,107798,True,1
1066,107799,True,1
1067,107800,True,1
1068,107801,True,1
1069,107802,True,1
1070,107802,True,1
1071,107803,True,1
1072,107807,True,1
1073,107807,True,1
1074,107808,True,1
1075,107810,True,1
1076,107811,True,1
1077,107814,True,1
1078,107817,True,1
1079,107825,True,1
1080,107835,True,1
1081,107836,True,1
1082,107837,True,1
1083,107838,True,1
1084,10784,True,1
1085,107840,False,3
1086,107846,True,1
1087,107847,True,1
1088,10785,True,1
1089,107850,True,1
1090,107852,True,1
1091,107855,True,1
1092,107856,True,1
1093,107859,True,1
1094,107860,True,2
1095,107860,True,2
1096,107861,True,1
1097,107862,True,3
1098,107863,True,1
1099,107865,True,1
1100,107869,True,1
1101,107870,True,1
1102,107871,True,1
1103,107872,True,1
1104,107875,True,1
1105,107876,True,1
1106,107878,True,1
1107,107878,True,1
1108,107879,True,1
1109,10788,True,1
1110,107883,True,1
1111,107884,True,1
1112,10789,True,1
1113,107890,False,1
1114,107891,True,1
1115,107893,True,1
1116,107896,True,1
1117,107897,True,1
1118,107898,True,1
1119,107898,True,1
1120,107899,True,1
1121,107904,True,1
1122,107906,True,1
1123,107907,False,1
1124,107910,True,1
1125,107912,True,1
1126,107915,True,1
1127,107928,True,2
1128,107934,True,1
1129,107936,True,1
1130,107937,True,1
1131,107938,True,1
1132,107943,True,1
1133,107943,True,1
1134,107948,True,1
1135,107949,True,1
1136,107950,True,1
1137,107950,True,1
1138,107954,True,1
1139,107957,True,1
1140,107962,True,1
1141,107963,True,3
1142,107965,True,1
1143,107969,True,1
1144,107973,True,1
1145,107978,True,1
1146,107981,True,1
1147,107981,True,1
1148,107982,True,1
1149,107983,True,1
1150,107983,True,1
1151,107983,True,1
1152,107984,True,1
1153,107987,True,1
1154,107988,True,1
1155,107989,True,1
1156,107992,True,1
1157,107992,True,1
1158,107994,True,1
1159,107997,True,1
1160,107997,True,1
1161,107997,True,1
1162,108001,True,1
1163,108005,True,1
1164,108007,True,1
1165,108008,True,1
1166,108012,True,2
1167,108012,True,2
1168,108013,True,1
1169,108014,True,1
1170,108014,True,1
1171,108015,True,1
1172,108019,True,1
1173,10802,True,1
1174,108026,True,3
1175,10803,True,1
1176,108033,True,1
1177,108034,True,1
1178,108035,True,1
1179,108036,True,1
1180,108036,True,1
1181,108038,True,1
1182,108040,True,1
1183,108044,True,1
1184,108045,True,1
1185,108048,True,1
1186,108051,True,1
1187,108051,True,1
1188,108051,True,1
1189,108052,True,1
1190,108053,True,1
1191,108055,True,1
1192,108059,True,1
1193,108061,True,1
1194,108064,True,1
1195,108066,True,2
1196,108069,True,1
1197,108072,True,1
1198,108073,True,1
1199,108074,True,1
1200,108078,True,1
1201,108080,True,1
1202,108081,True,1
1203,108081,True,1
1204,108082,True,2
1205,108082,True,1
1206,108086,True,1
1207,108090,True,1
1208,108091,True,1
1209,108101,True,1
1210,108102,True,1
1211,108103,True,2
1212,108104,True,2
1213,108106,True,1
1214,108110,True,1
1215,108112,True,1
1216,108122,True,1
1217,108122,True,1
1218,108123,True,1
1219,108125,True,1
1220,108125,True,1
1221,108127,True,1
1222,108128,True,1
1223,108130,True,2
1224,108131,True,1
1225,108134,True,1
1226,108137,True,1
1227,108142,True,1
1228,108144,True,1
1229,108145,True,1
1230,108147,True,1
1231,108148,True,1
1232,108150,True,1
1233,108153,True,1
1234,108153,True,1
1235,108164,True,1
1236,108167,True,2
1237,108173,True,1
1238,108173,True,1
1239,108179,True,1
1240,108184,True,1
1241,108184,True,1
1242,108187,True,1
1243,108189,True,1
1244,108191,False,2
1245,108193,False,1
1246,108195,True,1
1247,108198,True,1
1248,108200,True,1
1249,108201,True,1
1250,108202,False,2
1251,108205,True,1
1252,108207,True,1
1253,108211,True,1
1254,108213,True,1
1255,108216,True,1
1256,108219,True,1
1257,108226,False,1
1258,108234,True,1
1259,108237,True,1
1260,108239,True,1
1261,108240,True,1
1262,108248,True,1
1263,108249,True,1
1264,108249,True,1
1265,10825,True,1
1266,108251,True,1
1267,108252,True,1
1268,108254,True,1
1269,108257,True,1
1270,108257,True,1
1271,108259,True,1
1272,10826,True,1
1273,108261,True,1
1274,108263,True,1
1275,108287,True,1
1276,108309,True,1
1277,108343,True,1
1278,108347,True,1
1279,108354,True,1
1280,10836,True,1
1281,10836,True,1
1282,10837,True,1
1283,10837,True,1
1284,108373,True,1
1285,108391,True,1
1286,108425,True,1
1287,108430,True,1
1288,108445,True,1
1289,108449,True,1
1290,108458,True,1
1291,108474,True,1
1292,10850,True,1
1293,10851,True,1
1294,10851,True,1
1295,108514,True,1
1296,108522,True,1
1297,108524,True,1
1298,108528,True,1
1299,108550,True,1
1300,108554,True,1
1301,108567,True,1
1302,108567,True,1
1303,108572,True,1
1304,10858,True,1
1305,108589,True,1
1306,108593,True,1
1307,108593,True,1
1308,108605,True,1
1309,108617,True,1
1310,10862,True,1
1311,10863,True,1
1312,108630,True,1
1313,108637,True,1
1314,108637,True,1
1315,108656,False,1
1316,108665,True,1
1317,10867,True,1
1318,108694,True,1
1319,108715,True,1
1320,108728,True,1
1321,108748,True,1
1322,108749,True,1
1323,10875,True,1
1324,108752,True,1
1325,108807,True,1
1326,108809,True,1
1327,108813,True,1
1328,108819,True,1
1329,108849,True,2
1330,108853,True,1
1331,108858,True,1
1332,108869,False,2
1333,10887,True,1
1334,108873,True,1
1335,108878,True,1
1336,108893,True,1
1337,108925,True,1
1338,108927,True,1
1339,108928,True,1
1340,108937,True,1
1341,109003,True,1
1342,109004,True,1
1343,109050,True,1
1344,109063,True,1
1345,109065,True,1
1346,109082,True,1
1347,109083,True,1
1348,109085,True,1
1349,10912,True,1
1350,109129,True,1
1351,109160,True,1
1352,10918,True,1
1353,109198,True,1
1354,109245,True,1
1355,109255,True,1
1356,109256,True,2
1357,109259,True,1
1358,109260,True,1
1359,109261,True,1
1360,109265,True,1
1361,109266,True,1
1362,109268,True,1
1363,109268,True,1
1364,109270,True,1
1365,109271,True,1
1366,109272,True,1
1367,109272,True,1
1368,109273,True,1
1369,109274,True,1
1370,109277,True,1
1371,109278,True,1
1372,10928,True,1
1373,10928,True,1
1374,109281,True,1
1375,109284,True,1
1376,109286,True,1
1377,109290,True,1
1378,109292,True,1
1379,109292,True,1
1380,109292,True,1
1381,109298,True,1
1382,109301,True,1
1383,109316,True,1
1384,109318,True,1
1385,109320,True,1
1386,109320,True,1
1387,109322,True,1
1388,109324,True,1
1389,109325,True,1
1390,109326,True,1
1391,109331,True,1
1392,109338,True,1
1393,109339,True,1
1394,109344,True,1
1395,109347,True,1
1396,109349,True,1
1397,109350,True,1
1398,109355,True,1
1399,109360,True,1
1400,109362,True,1
1401,109362,True,1
1402,109363,False,1
1403,109365,True,2
1404,109366,True,1
1405,109367,True,1
1406,109368,True,1
1407,109369,True,1
1408,109371,True,1
1409,109371,True,1
1410,109378,True,1
1411,109380,True,1
1412,109384,True,1
1413,109385,True,1
1414,109386,True,1
1415,109386,True,1
1416,109389,True,1
1417,109391,True,1
1418,109395,True,1
1419,109398,True,1
1420,109402,True,1
1421,109408,True,1
1422,109411,True,1
1423,109412,False,2
1424,109417,True,1
1425,109418,True,1
1426,109419,True,1
1427,109420,True,1
1428,109421,True,1
1429,109426,True,1
1430,109427,True,1
1431,109428,True,1
1432,109430,True,1
1433,109433,True,1
1434,109434,True,1
1435,109435,True,1
1436,109436,True,1
1437,109438,True,1
1438,10944,True,1
1439,10944,True,1
1440,109441,True,2
1441,109452,True,1
1442,109454,True,1
1443,109454,True,1
1444,109456,True,1
1445,109458,True,1
1446,109462,True,1
1447,109468,True,1
1448,109469,True,1
1449,109473,True,1
1450,109474,True,1
1451,109474,True,1
1452,109476,True,1
1453,109477,True,1
1454,109477,True,1
1455,109481,True,1
1456,109483,True,1
1457,109484,True,1
1458,109489,True,1
1459,109490,True,1
1460,109492,True,1
1461,109497,True,1
1462,109499,True,1
1463,10950,True,1
1464,109501,True,1
1465,109502,True,1
1466,109503,True,1
1467,109505,True,1
1468,109506,True,2
1469,109507,True,1
1470,109509,True,1
1471,109510,True,1
1472,109512,True,1
1473,109514,True,1
1474,109518,True,1
1475,109520,True,1
1476,109520,True,1
1477,109522,True,1
1478,109524,True,1
1479,109527,True,1
1480,109534,True,1
1481,109536,True,1
1482,109541,True,1
1483,109543,True,1
1484,109559,True,1
1485,109563,True,1
1486,109565,True,1
1487,109566,True,1
1488,109572,True,1
1489,109573,True,1
1490,109575,True,1
1491,109579,True,1
1492,109585,False,1
1493,109586,True,1
1494,10998,True,1
1495,11015,True,1
1496,11020,True,1
