,PersonID,Weight,AgeGroup,Gender,Education,ActivityCzechiaHTS,TownSize,TownCode,RegionCode,DistrictCode,JourneyMainMode,DeclaredJourneyTime,PrimaryLocRelationHome,PrimaryLocTownCode,PrimaryLocDistrictCode,PrimaryLocStateName,PrimaryLocCrowFliesTripDist,HasWorkTrip,HasEducationTrip,FlexibleHours,AvailCar,AvailBike,DrivingLicense,PtSubscription
55,CZ10087,1.112479755,3,2,2,1,1,,CZ071,7113,6,2,2,,7111,Česko,12944.0119028198,True,False,1,1,1,1,0
56,CZ10088,1.257699028,3,1,2,1,1,,CZ071,7113,6,1,1,,7113,Česko,4376.10559110549,True,False,1,1,1,1,0
57,CZ1009,1.025976354,3,1,4,1,5,,CZ080,8105,7,2,3,,7206,Česko,10662.9147930831,True,False,2,0,1,0,0
58,CZ10090,0.956728876,5,1,2,1,4,,CZ032,3212,1,1,6,,3212,Česko,44.692075792820205,True,False,1,1,1,1,0
59,CZ10091,0.839737293,5,2,2,1,4,,CZ032,3212,1,1,6,,3212,Česko,44.692075792820205,True,False,1,1,1,1,0
60,CZ10092,0.305296061,4,1,2,3,4,,CZ032,3212,5,2,2,,3209,Česko,22913.682171918703,False,True,1,1,1,1,0
61,CZ10097,0.752272394,1,1,1,3,1,,CZ031,3101,2,1,1,,3101,Česko,2392.53311509448,False,True,99,1,1,0,0
62,CZ10098,0.455247928,7,1,2,1,1,,CZ031,3101,6,1,1,,3101,Česko,1985.14547853818,True,False,1,1,1,1,0
63,CZ10099,0.898303635,4,2,2,1,1,,CZ031,3101,2,1,1,,3101,Česko,3216.46256390766,True,False,1,1,1,1,0
64,CZ10100,0.826096241,6,2,2,1,1,,CZ031,3101,7,1,1,,3101,Česko,3216.46256390766,True,False,1,1,1,1,0
65,CZ10101,0.921319364,4,1,2,1,1,,CZ031,3101,6,1,1,,3101,Česko,2991.25746483392,True,False,1,1,1,1,0
66,CZ10103,1.605315878,4,1,2,1,3,,CZ041,4107,6,1,2,,4103,Česko,9498.407072668851,True,False,2,1,1,1,0
67,CZ10104,2.183037076,3,2,2,7,3,,CZ041,4107,7,2,88,,4107,Česko,0.0,False,False,99,0,1,0,0
68,CZ10106,0.756651069,6,2,2,1,8,,CZ064,6203,3,1,1,,6203,Česko,1112.06819665812,True,False,2,1,1,1,1
69,CZ10107,0.762487393,3,2,2,3,8,,CZ064,6203,3,1,1,,6203,Česko,2902.9013355698103,False,True,2,1,1,0,1
70,CZ10108,0.583812885,8,1,2,6,3,,CZ080,8119,6,1,88,,8119,Česko,0.0,False,False,99,1,1,1,0
71,CZ10109,0.767168907,7,2,2,6,3,,CZ080,8119,7,1,88,,8119,Česko,0.0,False,False,99,1,1,1,0
72,CZ1011,0.699774328,8,1,2,6,8,,CZ080,8119,3,2,88,,8119,Česko,0.0,False,False,99,0,0,1,0
73,CZ10110,0.645630363,5,2,4,1,4,,CZ052,5214,1,2,1,,5214,Česko,1075.81930963092,True,False,1,0,1,1,0
74,CZ10111,0.783283009,1,2,1,3,4,,CZ052,5214,1,2,1,,5214,Česko,1128.7715034088199,False,True,99,0,1,0,0
75,CZ10112,0.809278903,5,1,4,1,4,,CZ052,5214,1,2,1,,5214,Česko,1181.33536343718,True,False,1,0,1,1,0
76,CZ10113,1.142359507,2,2,1,3,4,,CZ052,5214,1,2,1,,5214,Česko,1128.7715034088199,False,True,99,0,1,0,0
77,CZ10115,0.783283009,1,2,1,3,7,,CZ031,3102,1,1,1,,3102,Česko,1000.0,False,True,99,0,1,0,0
78,CZ10117,1.066141179,6,1,2,1,7,,CZ031,3102,6,2,1,,3102,Česko,5350.0,True,False,1,1,1,1,0
79,CZ10118,0.716476682,5,2,2,1,7,,CZ031,3102,3,2,1,,3102,Česko,2178.64181570853,True,False,1,0,1,1,0
80,CZ10119,0.606437978,5,1,2,1,7,,CZ031,3102,2,1,1,,3102,Česko,2484.68125713231,True,False,1,1,1,1,0
81,CZ1012,1.017968925,7,1,2,6,5,,CZ072,7202,2,1,88,,7202,Česko,0.0,False,False,99,0,1,0,0
82,CZ10120,0.955674809,7,2,2,6,6,,CZ072,7207,6,1,88,,7207,Česko,0.0,False,False,99,1,1,1,0
83,CZ10122,0.705831631,2,2,1,3,3,,CZ080,8106,3,3,88,,8106,Česko,0.0,False,False,99,0,0,0,1
84,CZ10123,1.230298073,3,1,1,3,3,,CZ080,8106,6,1,88,,8106,Česko,0.0,False,False,99,1,0,1,1
85,CZ10124,0.606437978,5,1,2,1,3,,CZ080,8106,6,1,6,,8106,Česko,3806.66748567855,True,False,1,1,0,1,0
86,CZ10125,0.711600856,5,2,2,13,3,,CZ080,8106,6,1,88,,8106,Česko,0.0,False,False,99,1,0,1,0
87,CZ10126,0.899265339,4,2,4,1,8,,CZ080,8119,3,3,1,,8119,Česko,7866.12920843717,True,False,1,1,1,1,1
88,CZ10127,0.921319364,4,1,2,1,8,,CZ080,8119,2,2,1,,8119,Česko,7866.12920843717,True,False,1,1,1,1,0
89,CZ10129,0.783283009,1,2,1,3,7,,CZ080,8111,3,2,1,,8111,Česko,2374.57725363901,False,True,99,0,0,0,0
90,CZ1013,0.800681703,7,2,2,2,5,,CZ072,7202,2,1,1,,7202,Česko,1203.61267461905,True,False,1,0,1,0,0
91,CZ10130,0.783283009,1,2,1,3,7,,CZ080,8111,3,2,1,,8111,Česko,2374.57725363901,False,True,99,0,1,0,0
92,CZ10131,1.969102847,5,1,1,12,7,,CZ080,8111,1,2,88,,8111,Česko,0.0,False,False,99,0,0,0,0
93,CZ10132,3.153807212,5,2,1,12,7,,CZ080,8111,1,2,88,,8111,Česko,0.0,False,False,99,0,0,0,0
94,CZ10133,0.752272394,1,1,1,3,3,,CZ071,7107,7,1,1,,7107,Česko,5346.34400836415,False,True,99,0,1,0,0
95,CZ10135,0.899265339,4,2,4,1,3,,CZ071,7107,6,2,1,,7107,Česko,8152.24725967721,True,False,2,1,0,1,0
96,CZ10136,1.083341886,5,1,1,1,6,,CZ080,8112,7,2,88,,8112,Česko,0.0,False,False,1,1,0,1,0
97,CZ10137,1.773516647,5,2,1,13,6,,CZ080,8112,6,1,6,,8112,Česko,215.86215637876,True,False,99,1,0,0,0
98,CZ10140,2.274956418,6,2,1,1,1,,CZ052,5215,1,1,2,,5214,Česko,5340.0,True,False,1,1,0,0,0
99,CZ10141,1.965258731,6,1,1,1,1,,CZ052,5215,7,1,1,,5215,Česko,6429.1785024395,True,False,1,1,0,1,0
100,CZ10142,1.257699028,3,1,2,1,1,,CZ052,5215,6,1,1,,5215,Česko,6429.1785024395,True,False,1,1,1,1,0
101,CZ10144,0.395387853,8,2,2,2,2,,CZ032,3205,6,1,6,,3205,Česko,1852.70115672263,True,False,1,1,0,1,0
102,CZ10147,0.839737293,5,2,2,1,4,,CZ032,3212,7,1,2,,3204,Česko,13486.868990605,True,False,1,1,0,1,0
103,CZ10148,1.605315878,4,1,2,1,4,,CZ032,3212,6,1,2,,3204,Česko,13486.868990605,True,False,1,1,0,1,1
104,CZ10149,0.777888093,8,2,2,6,7,,CZ042,4209,7,3,88,,4209,Česko,0.0,False,False,99,0,0,0,1
105,CZ10150,0.583812885,8,1,2,6,7,,CZ042,4209,6,3,88,,4209,Česko,0.0,False,False,99,1,0,1,0
106,CZ10151,0.826096241,6,2,2,1,3,,CZ052,5213,1,1,1,,5213,Česko,1121.2673383602,True,False,1,0,0,0,0
107,CZ10152,0.390496272,7,1,2,1,3,,CZ072,7208,6,1,6,,7208,Česko,244.28678672599898,True,False,1,1,1,1,0
108,CZ10153,0.756651069,6,2,2,1,3,,CZ072,7208,1,1,6,,7208,Česko,227.432027008488,True,False,1,1,1,0,0
109,CZ10154,0.956728876,5,1,2,1,8,,CZ080,8119,3,3,3,,5205,Česko,265930.0,True,False,1,0,0,1,1
110,CZ10157,0.756651069,6,2,2,1,1,,CZ063,6104,6,1,1,,6104,Česko,2633.2576704338103,True,False,1,1,0,1,0
111,CZ10158,0.653980951,6,1,2,1,1,,CZ063,6104,1,1,1,,6104,Česko,226.985038637551,True,False,1,1,0,1,0
112,CZ10159,0.756651069,6,2,2,1,3,,CZ031,3111,1,2,88,,3111,Česko,0.0,False,False,1,1,1,1,0
113,CZ10160,0.809738886,3,1,2,3,8,,CZ064,6203,3,2,88,,6203,Česko,0.0,False,False,2,0,0,0,1
114,CZ10161,1.42925467,3,1,4,3,8,,CZ064,6203,3,2,88,,6203,Česko,0.0,False,False,1,1,1,1,0
115,CZ10162,0.390496272,7,1,2,1,1,,CZ072,7211,6,2,2,,7213,Česko,10154.4147237957,True,False,1,1,1,1,0
116,CZ10163,0.955674809,7,2,2,6,1,,CZ072,7211,4,1,88,,7211,Česko,0.0,False,False,99,0,0,0,0
117,CZ10167,0.783283009,1,2,1,3,2,,CZ072,7212,7,1,1,,7212,Česko,7894.32822860683,False,True,99,0,0,0,0
118,CZ10168,0.645630363,5,2,4,1,2,,CZ072,7212,4,1,1,,7212,Česko,8102.069513771679,True,False,1,0,0,0,0
119,CZ10169,0.809278903,5,1,4,1,2,,CZ072,7212,6,1,6,,7212,Česko,1354.91346473971,True,False,1,1,0,1,0
120,CZ10170,16.74106272,1,2,1,13,2,,CZ072,7212,1,1,6,,7212,Česko,213.71440976980898,False,True,99,0,0,0,0
121,CZ10171,1.230298073,3,1,1,3,7,,CZ080,8111,3,1,2,,8118,Česko,7600.141873979,False,True,99,1,0,1,0
122,CZ10172,1.01053916,6,1,4,1,7,,CZ080,8111,6,2,1,,8111,Česko,4943.4144415169,True,False,1,1,0,1,0
123,CZ10173,0.872100419,6,2,4,1,7,,CZ080,8111,4,6,2,,8119,Česko,29550.0,True,False,1,1,0,1,0
124,CZ10174,0.752272394,1,1,1,3,4,,CZ052,5210,1,2,88,,5210,Česko,0.0,False,False,99,0,1,0,1
125,CZ10176,0.653980951,6,1,2,1,4,,CZ052,5210,1,2,88,,5210,Česko,0.0,False,False,2,0,1,1,0
126,CZ10177,0.682195862,7,1,1,2,4,,CZ080,8103,6,2,88,,8103,Česko,0.0,False,False,1,1,0,1,0
127,CZ1018,0.752272394,1,1,1,3,8,,CZ064,6203,3,1,1,,6203,Česko,6956.97151389862,False,True,99,0,0,0,0
128,CZ10183,0.839737293,5,2,2,1,8,,CZ032,3209,3,3,1,,3209,Česko,4350.0,True,False,1,1,1,1,1
129,CZ10184,0.956728876,5,1,2,1,8,,CZ032,3209,3,3,1,,3209,Česko,4350.0,True,False,1,1,1,1,1
130,CZ1019,0.320097435,4,2,4,4,8,,CZ064,6203,3,3,88,,6203,Česko,0.0,False,False,99,1,1,1,0
131,CZ10194,0.752272394,1,1,1,3,8,,CZ010,1100,7,1,6,,1100,Česko,1333.4767760074699,False,True,99,1,1,0,0
132,CZ10195,0.809278903,5,1,4,1,8,,CZ010,1100,6,3,1,,1100,Česko,19230.0,True,False,2,1,1,1,0
133,CZ10196,0.645630363,5,2,4,1,8,,CZ010,1100,6,3,1,,1100,Česko,15177.838537341,True,False,2,1,1,1,1
134,CZ10197,1.112479755,3,2,2,1,8,,CZ010,1100,3,4,1,,1100,Česko,10253.543903878899,True,False,1,0,0,1,1
135,CZ10198,0.716476682,5,2,2,1,8,,CZ010,1100,3,1,1,,1100,Česko,2714.5910394972802,True,False,1,0,0,1,1
136,CZ10199,0.395387853,8,2,2,2,8,,CZ064,6203,2,1,88,,6203,Česko,0.0,False,False,2,0,1,1,1
137,CZ1020,0.606437978,5,1,2,1,8,,CZ064,6203,3,3,1,,6203,Česko,9960.0,True,False,1,1,1,1,1
138,CZ10202,0.826096241,6,2,2,1,1,,CZ032,3209,7,2,2,,3211,Česko,12674.4154895095,True,False,1,1,0,1,0
139,CZ10203,0.455247928,7,1,2,1,1,,CZ032,3209,6,2,2,,3211,Česko,12674.4154895095,True,False,1,1,0,1,0
140,CZ10208,0.752272394,1,1,1,3,2,,CZ020,2109,7,1,1,,2109,Česko,4857.39661261454,False,True,99,1,0,0,0
141,CZ10209,0.422578531,4,2,2,4,2,,CZ020,2109,6,1,88,,2109,Česko,0.0,False,False,99,1,0,1,0
142,CZ1021,0.956728876,5,1,2,1,3,,CZ064,6206,2,1,1,,6206,Česko,896.609006257661,True,False,1,1,1,1,0
143,CZ10210,1.01053916,6,1,4,1,2,,CZ020,2109,6,2,3,,1100,Česko,22864.1877726767,True,False,1,1,0,1,1
144,CZ10211,0.809278903,5,1,4,1,2,,CZ020,2105,6,2,3,,1100,Česko,11023.8302449822,True,False,2,1,1,1,0
145,CZ10212,1.230298073,3,1,1,3,2,,CZ020,2105,6,3,2,,2124,Česko,19870.0,True,False,99,1,1,1,1
146,CZ10214,0.956728876,5,1,2,1,1,,CZ041,4103,4,2,3,,4209,Česko,95760.0,True,False,1,1,0,1,0
147,CZ10218,1.618409603,5,2,2,12,8,,CZ010,1100,3,1,1,,1100,Česko,1541.32011907235,True,False,1,1,1,0,0
148,CZ10219,0.898303635,4,2,2,1,8,,CZ010,1100,3,4,1,,1100,Česko,9554.23565563888,True,False,1,1,0,0,1
149,CZ1022,0.839737293,5,2,2,1,3,,CZ064,6206,2,1,1,,6206,Česko,743.527643468046,True,False,1,0,1,0,0
150,CZ10220,0.606437978,5,1,2,1,8,,CZ080,8119,3,2,1,,8119,Česko,4321.81538144503,True,False,1,1,1,1,1
151,CZ10221,0.716476682,5,2,2,1,8,,CZ080,8119,6,3,2,,8109,Česko,21202.162953631097,True,False,2,1,1,1,0
152,CZ10222,1.334677204,2,1,1,3,8,,CZ080,8119,3,2,1,,8119,Česko,3416.58726170105,False,True,99,1,1,0,1
153,CZ10223,0.583812885,8,1,2,6,7,,CZ080,8111,6,3,88,,8111,Česko,0.0,False,False,99,1,0,1,1
154,CZ10224,0.777888093,8,2,2,6,7,,CZ080,8111,7,3,88,,8111,Česko,0.0,False,False,99,1,0,0,1
155,CZ10226,0.783283009,1,2,1,3,3,,CZ053,5304,1,1,1,,5304,Česko,458.587716380031,False,True,99,0,1,0,1
156,CZ10227,1.112479755,3,2,2,1,3,,CZ053,5304,1,1,1,,5304,Česko,555.823874246282,True,False,2,0,1,0,1
157,CZ10228,0.752272394,1,1,1,3,3,,CZ053,5304,1,1,1,,5304,Česko,458.587716380031,False,True,99,0,1,0,1
158,CZ10229,1.334677204,2,1,1,3,3,,CZ053,5304,7,2,1,,5304,Česko,8635.31026103108,False,True,99,1,1,0,1
159,CZ1023,0.705831631,2,2,1,3,3,,CZ064,6206,4,5,2,,6218,Česko,33030.0,False,True,99,1,1,1,1
160,CZ10230,1.334677204,2,1,1,3,3,,CZ053,5304,7,2,1,,5304,Česko,8635.31026103108,False,True,99,1,1,0,1
161,CZ10231,0.455247928,7,1,2,1,3,,CZ053,5304,6,2,1,,5304,Česko,8786.666990214031,True,False,2,1,1,1,0
162,CZ10232,0.826096241,6,2,2,1,3,,CZ053,5304,7,2,1,,5304,Česko,8786.666990214031,True,False,2,1,1,1,0
163,CZ10234,0.752272394,1,1,1,3,7,,CZ052,5205,3,1,88,,5205,Česko,0.0,False,False,99,1,1,0,0
164,CZ10235,1.605315878,4,1,2,1,7,,CZ052,5205,6,2,88,,5205,Česko,0.0,False,False,1,1,0,1,0
165,CZ10236,0.783283009,1,2,1,3,7,,CZ052,5205,1,1,1,,5205,Česko,233.96305650986199,False,True,99,1,1,0,1
166,CZ10237,0.783283009,1,2,1,3,7,,CZ052,5205,1,1,1,,5205,Česko,233.96305650986199,False,True,99,1,1,0,1
167,CZ10238,1.01053916,6,1,4,1,7,,CZ052,5205,6,2,3,,5309,Česko,19596.5366072367,True,False,2,1,1,1,0
168,CZ1024,0.783283009,1,2,1,3,3,,CZ064,6206,2,1,6,,6206,Česko,583.704452942019,False,True,99,0,1,0,0
169,CZ10241,0.956728876,5,1,2,1,6,,CZ051,5103,6,1,1,,5103,Česko,1086.8395590072998,True,False,2,1,0,1,0
170,CZ10243,1.53318226,4,2,2,1,8,,CZ051,5105,6,2,1,,5105,Česko,2484.2433997437897,True,False,2,1,0,1,0
171,CZ10244,0.826096241,6,2,2,1,8,,CZ051,5105,7,2,1,,5105,Česko,2484.2433997437897,True,False,1,0,0,0,0
172,CZ10245,0.839737293,5,2,2,1,3,,CZ042,4202,7,1,1,,4202,Česko,10356.4369097952,True,False,1,1,1,1,0
173,CZ10246,0.956728876,5,1,2,1,3,,CZ042,4202,6,6,1,,4202,Česko,7683.41974901388,True,False,1,1,0,1,0
174,CZ10249,0.767168907,7,2,2,6,6,,CZ041,4103,1,4,88,,4103,Česko,0.0,False,False,99,0,0,0,0
175,CZ10250,1.017968925,7,1,2,6,6,,CZ041,4103,1,4,88,,4103,Česko,0.0,False,False,99,0,0,1,0
176,CZ10260,1.142359507,2,2,1,3,8,,CZ010,1100,3,3,1,,1100,Česko,3222.97186461763,False,True,99,0,0,0,0
177,CZ10262,0.839737293,5,2,2,1,8,,CZ010,1100,1,1,88,,1100,Česko,0.0,False,False,1,0,0,0,1
178,CZ10264,0.653980951,6,1,2,1,8,,CZ010,1100,6,2,1,,1100,Česko,4326.950761550141,True,False,1,1,1,1,0
179,CZ10267,0.450014135,8,2,4,6,8,,CZ010,1100,3,4,88,,1100,Česko,0.0,False,False,99,0,0,1,0
180,CZ10273,0.752272394,1,1,1,3,8,,CZ010,1100,7,1,6,,1100,Česko,214.443595121637,False,True,99,1,1,0,1
181,CZ10274,0.716476682,5,2,2,1,8,,CZ010,1100,7,1,3,,2105,Česko,9397.41075810568,True,False,1,1,1,1,1
182,CZ1028,0.606437978,5,1,2,1,5,,CZ053,5314,6,6,88,,5314,Česko,0.0,False,False,2,1,0,1,0
183,CZ10280,0.450014135,8,2,4,6,8,,CZ010,1100,6,6,88,,1100,Česko,0.0,False,False,99,1,1,1,0
184,CZ10281,0.636187221,8,1,4,6,8,,CZ010,1100,7,6,88,,1100,Česko,0.0,False,False,99,1,1,1,0
185,CZ10286,0.762487393,3,2,2,3,1,,CZ020,2106,6,3,3,,1100,Česko,24054.562004303603,True,False,1,1,1,1,1
186,CZ10287,0.956728876,5,1,2,1,6,,CZ020,2110,7,1,1,,2110,Česko,781.9731679348349,True,False,1,1,0,1,0
187,CZ10288,0.716476682,5,2,2,1,6,,CZ020,2110,6,2,2,,2112,Česko,12043.034004020701,True,False,1,1,1,1,0
188,CZ1029,0.711600856,5,2,2,13,5,,CZ053,5314,1,1,88,,5314,Česko,0.0,False,False,99,0,0,0,0
189,CZ10290,0.501476748,3,2,2,4,8,,CZ010,1100,6,1,88,,1100,Česko,0.0,False,False,99,1,1,1,1
190,CZ10291,1.184643565,3,1,2,1,8,,CZ010,1100,7,1,1,,1100,Česko,4058.68619630753,True,False,2,1,1,1,1
191,CZ10293,0.752272394,1,1,1,3,7,,CZ020,2109,1,1,1,,2109,Česko,445.104008288766,False,True,99,1,1,0,0
192,CZ10294,0.390496272,7,1,2,1,7,,CZ020,2109,6,6,3,,5309,Česko,123210.11953218201,True,False,1,1,1,1,1
193,CZ10297,0.716476682,5,2,2,1,6,,CZ020,2115,1,1,1,,2115,Česko,270.49623610338904,True,False,1,1,0,1,0
194,CZ10298,1.334677204,2,1,1,3,6,,CZ020,2115,1,1,1,,2115,Česko,159.768852275068,False,True,99,1,0,0,0
195,CZ10299,1.334677204,2,1,1,3,6,,CZ020,2115,1,1,1,,2115,Česko,159.768852275068,False,True,99,1,0,0,0
196,CZ1030,0.96329053,4,1,4,1,8,,CZ080,8119,3,1,1,,8119,Česko,956.348140446905,True,False,1,1,0,1,1
197,CZ10300,0.756651069,6,2,2,1,1,,CZ020,2114,7,2,88,,2114,Česko,0.0,False,False,1,1,0,1,0
198,CZ10301,0.96329053,4,1,4,1,1,,CZ020,2114,5,6,3,,1100,Česko,37700.0,True,False,1,1,0,1,0
199,CZ10303,0.783283009,1,2,1,3,8,,CZ010,1100,1,1,1,,1100,Česko,328.899123892692,False,True,99,0,0,0,0
200,CZ10305,0.881159338,3,2,1,1,8,,CZ010,1100,1,1,1,,1100,Česko,626.343965276414,True,False,1,0,0,0,0
