,TripID,PersonID,TripOrderNum,OriginStart,DestEnd,TripMainMode,OriginTownCode,DestTownCode,OriginState,DestState,OriginDistrictCode,DestDistrictCode,CrowFliesTripDist,OriginPurpose,DestPurpose,DeclaredTripTime
46263,CZ46264,CZ10034,1,25200,25800,3,,,Česko,Česko,7213,7213,1486.0595389928199,1,4,10.200000000000001
46264,CZ46265,CZ10034,2,43200,43800,3,,,Česko,Česko,7213,7213,1486.0595389928199,4,1,10.200000000000001
48089,CZ48088,CZ10035,1,21600,22800,6,,,Česko,Česko,7213,7213,1670.0,1,4,19.8
48087,CZ48089,CZ10035,2,27000,42000,6,,,Česko,Česko,7213,1100,251366.104618338,4,4,250.2
48088,CZ48090,CZ10035,3,54000,69000,6,,,Česko,Česko,1100,7213,252718.294471956,4,1,250.2
20318,CZ20319,CZ10036,1,28800,29100,1,,,Česko,Česko,8108,8108,87.1820758623212,1,3,4.8
20319,CZ20320,CZ10036,2,30600,30900,1,,,Česko,Česko,8108,8108,87.1820758623212,3,1,4.8
20320,CZ20321,CZ10037,1,50400,51000,1,,,Česko,Česko,8108,8108,447.866771863375,1,2,10.200000000000001
20321,CZ20322,CZ10037,2,53400,54000,1,,,Česko,Česko,8108,8108,447.866771863375,2,1,10.200000000000001
20322,CZ20323,CZ10039,1,18000,19200,6,,,Česko,Česko,7104,7109,8833.80491264158,1,4,19.8
20323,CZ20324,CZ10039,2,51900,54600,6,,,Česko,Česko,7109,7104,8833.80491264158,4,1,45.0
20324,CZ20325,CZ10040,1,19800,21000,6,,,Česko,Česko,7104,7113,96390.0,1,4,19.8
20325,CZ20326,CZ10040,2,54000,55800,6,,,Česko,Česko,7113,7104,96590.0,4,1,30.0
20329,CZ20330,CZ10045,1,21600,22800,6,,,Česko,Česko,7213,7205,6445.17590004695,1,4,19.8
20328,CZ20329,CZ10045,2,61800,62100,6,,,Česko,Česko,7205,7205,1141.0940099388001,4,3,4.8
20327,CZ20328,CZ10045,3,64800,66000,6,,,Česko,Česko,7205,7213,7123.13634962533,3,1,19.8
48042,CZ48042,CZ10048,1,19800,24000,3,,,Česko,Česko,8119,8119,21030.0,1,4,70.19999999999999
48041,CZ48043,CZ10048,2,53400,57600,3,,,Česko,Česko,8119,8119,16110.0,4,3,70.19999999999999
48043,CZ48044,CZ10048,3,61200,61500,7,,,Česko,Česko,8119,8119,6151.77203209027,3,1,4.8
49996,CZ49996,CZ10050,1,24900,26520,7,,,Česko,Česko,8119,8119,6041.97253436223,1,6,27.0
49995,CZ49997,CZ10050,2,61200,62820,7,,,Česko,Česko,8119,8119,6041.97253436223,6,1,27.0
44981,CZ44979,CZ10051,1,23400,24480,6,,,Česko,Česko,8119,8117,12241.483941276201,1,4,18.0
44979,CZ44980,CZ10051,2,43200,43980,6,,,Česko,Česko,8117,8119,10912.963918333,4,6,13.2
44980,CZ44981,CZ10051,3,47700,48000,6,,,Česko,Česko,8119,8119,2622.03342564219,6,1,4.8
44978,CZ44982,CZ10051,4,52200,52500,6,,,Česko,Česko,8119,8119,6151.77203209027,1,3,4.8
44982,CZ44983,CZ10051,5,61200,61500,6,,,Česko,Česko,8119,8119,6151.77203209027,3,1,4.8
20331,CZ20332,CZ10052,1,18600,20700,3,,,Česko,Česko,6203,6203,8119.531453212,1,4,34.8
20330,CZ20331,CZ10052,2,52800,54900,3,,,Česko,Česko,6203,6203,8119.531453212,4,1,34.8
20338,CZ20339,CZ10054,1,28800,30600,3,,,Česko,Česko,6203,6203,4849.70623702307,1,4,30.0
20337,CZ20338,CZ10054,2,45000,45120,1,,,Česko,Česko,6203,6203,94.75407094607,4,3,1.7999999999999998
20340,CZ20341,CZ10054,3,47100,47220,1,,,Česko,Česko,6203,6203,94.75407094607,3,4,1.7999999999999998
20339,CZ20340,CZ10054,4,59400,61200,3,,,Česko,Česko,6203,6203,4849.70623702307,4,1,30.0
20342,CZ20343,CZ10055,1,27000,27300,6,,,Česko,Česko,6110,6110,1029.48461670653,1,4,4.8
20341,CZ20342,CZ10055,2,68400,68700,6,,,Česko,Česko,6110,6110,1029.48461670653,4,1,4.8
20343,CZ20344,CZ10056,1,34200,34500,6,,,Česko,Česko,6110,6110,1029.48461670653,1,4,4.8
20344,CZ20345,CZ10056,2,52800,53100,6,,,Česko,Česko,6110,6110,398.333874602121,4,3,4.8
20345,CZ20346,CZ10056,3,54600,54900,6,,,Česko,Česko,6110,6110,798.294503761247,3,1,4.8
20347,CZ20348,CZ10057,1,36000,68400,6,,,Česko,Česko,6110,6110,1029.48461670653,1,4,540.0
20346,CZ20347,CZ10057,2,68400,68700,6,,,Česko,Česko,6110,6110,1029.48461670653,4,1,4.8
45033,CZ45033,CZ10058,1,19680,20880,7,,,Česko,Česko,5209,5211,13862.5219989577,1,4,19.8
45032,CZ45034,CZ10058,2,56400,57900,7,,,Česko,Česko,5211,5209,13862.5219989577,4,1,25.2
49516,CZ49514,CZ10059,1,19680,20880,6,,,Česko,Česko,5209,5211,13862.5219989577,1,4,19.8
49513,CZ49515,CZ10059,2,56400,57900,6,,,Česko,Česko,5211,5209,13862.5219989577,4,1,25.2
49515,CZ49516,CZ10059,3,58200,58800,1,,,Česko,Česko,5209,5209,893.839675589462,1,2,10.200000000000001
49514,CZ49517,CZ10059,4,62400,62880,1,,,Česko,Česko,5209,5209,893.839675589462,2,1,7.800000000000001
39706,CZ39707,CZ1006,1,19800,21300,6,,,Česko,Česko,8105,7206,10662.9147930831,1,4,25.2
39705,CZ39709,CZ1006,2,54000,55500,6,,,Česko,Česko,7206,8105,10662.9147930831,4,1,25.2
39708,CZ39708,CZ1006,3,57600,57780,6,,,Česko,Česko,8105,8105,467.321357473162,1,3,3.0
39707,CZ39706,CZ1006,4,61200,61500,6,,,Česko,Česko,8105,8105,467.321357473162,3,1,4.8
48217,CZ48217,CZ10060,1,24000,24480,1,,,Česko,Česko,5209,5209,690.022050708234,1,4,7.800000000000001
48216,CZ48218,CZ10060,2,53400,53880,1,,,Česko,Česko,5209,5209,278.91898560913495,4,3,7.800000000000001
48218,CZ48219,CZ10060,3,56400,56760,1,,,Česko,Česko,5209,5209,851.936802997221,3,1,6.0
20349,CZ20350,CZ10061,1,25200,25800,6,,,Česko,Česko,5206,5206,2739.43266931464,1,4,10.200000000000001
20350,CZ20351,CZ10061,2,43200,45000,6,,,Česko,Česko,5206,5205,19381.7669245969,4,6,30.0
20352,CZ20353,CZ10061,3,50400,52200,6,,,Česko,Česko,5205,5206,17239.818118687497,6,1,30.0
20348,CZ20349,CZ10061,4,54900,55200,6,,,Česko,Česko,5206,5206,1674.25054381211,1,2,4.8
20351,CZ20352,CZ10061,5,61200,61500,6,,,Česko,Česko,5206,5206,1674.25054381211,2,1,4.8
20354,CZ20355,CZ10062,1,21600,21900,1,,,Česko,Česko,5206,5206,109.62334587490601,1,4,4.8
20355,CZ20356,CZ10062,2,43200,45000,7,,,Česko,Česko,5206,5205,17328.2021431004,4,6,30.0
20353,CZ20354,CZ10062,3,50400,52200,7,,,Česko,Česko,5205,5206,17239.818118687497,6,1,30.0
20356,CZ20357,CZ10063,1,59400,60600,7,,,Česko,Česko,4213,4213,2719.70545314298,1,3,19.8
20357,CZ20358,CZ10063,2,64800,66000,7,,,Česko,Česko,4213,4213,2719.70545314298,3,1,19.8
20358,CZ20359,CZ10064,1,61200,62400,1,,,Česko,Česko,4107,1100,142890.0,1,3,19.8
20359,CZ20360,CZ10064,2,66000,67800,1,,,Česko,Česko,1100,4107,142890.0,3,1,30.0
20360,CZ20361,CZ10066,1,24300,24900,1,,,Česko,Česko,4209,4209,360.837879935967,1,4,10.200000000000001
20361,CZ20362,CZ10066,2,61500,62100,1,,,Česko,Česko,4209,4209,360.837879935967,4,1,10.200000000000001
20368,CZ20369,CZ10069,1,31500,32340,7,,,Česko,Česko,4205,4205,1849.35474463086,1,2,13.8
20366,CZ20367,CZ10069,2,34200,35100,7,,,Česko,Česko,4205,4205,1671.54687486173,2,3,15.0
20367,CZ20368,CZ10069,3,38700,39300,7,,,Česko,Česko,4205,4205,1753.59835321372,3,1,10.200000000000001
39701,CZ39702,CZ1007,1,19800,21300,7,,,Česko,Česko,8105,7206,10662.9147930831,1,4,25.2
39702,CZ39704,CZ1007,2,54000,55500,7,,,Česko,Česko,7206,8105,10662.9147930831,4,1,25.2
39703,CZ39705,CZ1007,3,59400,59700,1,,,Česko,Česko,8105,8105,617.246331062316,1,2,4.8
39704,CZ39703,CZ1007,4,68400,68700,1,,,Česko,Česko,8105,8105,617.246331062316,2,1,4.8
20377,CZ20378,CZ10077,1,23400,25200,2,,,Česko,Česko,4107,4202,182710.0,1,6,30.0
20376,CZ20377,CZ10077,2,55800,57600,2,,,Česko,Česko,4202,4107,183270.0,6,1,30.0
20381,CZ20382,CZ10079,1,22200,23700,3,,,Česko,Česko,6105,6105,2393.7468302295797,1,4,25.2
20380,CZ20381,CZ10079,2,54000,59400,1,,,Česko,Česko,6105,6105,3190.0,4,1,90.0
39710,CZ39710,CZ1008,1,22800,30000,4,,,Česko,Česko,8105,8116,50610.0,1,4,120.0
39709,CZ39711,CZ1008,2,60300,67500,4,,,Česko,Česko,8116,8105,51250.0,4,1,120.0
20382,CZ20383,CZ10082,1,19800,20100,6,,,Česko,Česko,8106,8106,2105.68023735493,1,4,4.8
20383,CZ20384,CZ10082,2,64800,65100,6,,,Česko,Česko,8106,8106,2105.68023735493,4,1,4.8
20386,CZ20387,CZ10085,1,16200,16500,2,,,Česko,Česko,7113,7113,821.866246244488,1,4,4.8
20385,CZ20386,CZ10085,2,42900,43200,2,,,Česko,Česko,7113,7113,821.866246244488,4,1,4.8
20387,CZ20388,CZ10085,3,54000,54300,2,,,Česko,Česko,7113,7113,821.866246244488,1,4,4.8
20388,CZ20389,CZ10085,4,71700,72000,2,,,Česko,Česko,7113,7113,821.866246244488,4,1,4.8
20390,CZ20391,CZ10087,1,30600,31800,6,,,Česko,Česko,7113,7111,12944.0119028198,1,4,19.8
20391,CZ20392,CZ10087,2,61800,63000,6,,,Česko,Česko,7111,7113,12944.0119028198,4,1,19.8
20393,CZ20394,CZ10088,1,18000,18600,6,,,Česko,Česko,7113,7113,4376.10559110549,1,4,10.200000000000001
20392,CZ20393,CZ10088,2,51600,52200,6,,,Česko,Česko,7113,7113,4376.10559110549,4,1,10.200000000000001
36416,CZ36416,CZ1009,1,19800,21300,7,,,Česko,Česko,8105,7206,10662.9147930831,1,4,25.2
36415,CZ36417,CZ1009,2,66000,68700,4,,,Česko,Česko,7206,8105,12580.0,4,1,45.0
20394,CZ20395,CZ10090,1,31800,32100,1,,,Česko,Česko,3212,3212,44.692075792820205,1,4,4.8
20396,CZ20397,CZ10090,2,43200,43500,1,,,Česko,Česko,3212,3212,44.692075792820205,4,1,4.8
20397,CZ20398,CZ10090,3,49800,50100,1,,,Česko,Česko,3212,3212,44.692075792820205,1,4,4.8
20395,CZ20396,CZ10090,4,57600,57900,1,,,Česko,Česko,3212,3212,44.692075792820205,4,1,4.8
20400,CZ20401,CZ10091,1,31800,32100,1,,,Česko,Česko,3212,3212,44.692075792820205,1,4,4.8
20398,CZ20399,CZ10091,2,43200,43500,1,,,Česko,Česko,3212,3212,44.692075792820205,4,1,4.8
20401,CZ20402,CZ10091,3,49800,50100,1,,,Česko,Česko,3212,3212,572.4252114857051,1,4,4.8
20399,CZ20400,CZ10091,4,57600,57900,1,,,Česko,Česko,3212,3212,572.4252114857051,4,1,4.8
20402,CZ20403,CZ10092,1,28200,30000,5,,,Česko,Česko,3212,3209,22913.682171918703,1,5,30.0
20403,CZ20404,CZ10092,2,59400,61800,5,,,Česko,Česko,3209,3212,22913.682171918703,5,1,40.2
51354,CZ51355,CZ10097,1,28800,29700,2,,,Česko,Česko,3101,3101,2392.53311509448,1,5,15.0
51355,CZ51356,CZ10097,2,57600,58500,2,,,Česko,Česko,3101,3101,2392.53311509448,5,1,15.0
44751,CZ44752,CZ10098,1,25200,25800,6,,,Česko,Česko,3101,3101,1985.14547853818,1,4,10.200000000000001
44752,CZ44753,CZ10098,2,59400,60000,6,,,Česko,Česko,3101,3101,1985.14547853818,4,1,10.200000000000001
49472,CZ49472,CZ10099,1,27000,27900,2,,,Česko,Česko,3101,3101,3216.46256390766,1,4,15.0
49471,CZ49473,CZ10099,2,52200,53100,2,,,Česko,Česko,3101,3101,3216.46256390766,4,1,15.0
47830,CZ47831,CZ10100,1,25200,25800,7,,,Česko,Česko,3101,3101,3216.46256390766,1,4,10.200000000000001
47831,CZ47832,CZ10100,2,59400,60000,7,,,Česko,Česko,3101,3101,3216.46256390766,4,1,10.200000000000001
49079,CZ49080,CZ10101,1,23400,24000,6,,,Česko,Česko,3101,3101,2991.25746483392,1,4,10.200000000000001
49080,CZ49081,CZ10101,2,55800,56400,6,,,Česko,Česko,3101,3101,2991.25746483392,4,1,10.200000000000001
20423,CZ20424,CZ10103,1,27000,27900,6,,,Česko,Česko,4107,4103,9498.407072668851,1,4,15.0
20421,CZ20422,CZ10103,2,57900,58800,6,,,Česko,Česko,4103,4103,5000.0,4,3,15.0
20424,CZ20425,CZ10103,3,60000,60900,6,,,Česko,Česko,4103,4103,5000.0,3,4,15.0
20425,CZ20426,CZ10103,4,65100,66000,6,,,Česko,Česko,4103,4107,9498.407072668851,4,1,15.0
20426,CZ20427,CZ10103,5,68400,69900,6,,,Česko,Česko,4107,4107,6717.38719735197,1,6,25.2
20422,CZ20423,CZ10103,6,73200,74700,6,,,Česko,Česko,4107,4107,6717.38719735197,6,1,25.2
20427,CZ20428,CZ10104,1,34200,35400,1,,,Česko,Česko,4107,4107,929.0156467364969,1,3,19.8
20429,CZ20430,CZ10104,2,38400,39600,1,,,Česko,Česko,4107,4107,929.0156467364969,3,1,19.8
20430,CZ20431,CZ10104,3,68400,69900,7,,,Česko,Česko,4107,4107,6717.38719735197,1,6,25.2
20428,CZ20429,CZ10104,4,73200,74700,7,,,Česko,Česko,4107,4107,6717.38719735197,6,1,25.2
20431,CZ20432,CZ10106,1,29700,30600,3,,,Česko,Česko,6203,6203,1112.06819665812,1,4,15.0
20432,CZ20433,CZ10106,2,58800,59400,1,,,Česko,Česko,6203,6203,430.938410686991,4,6,10.200000000000001
20433,CZ20434,CZ10106,3,63000,64500,3,,,Česko,Česko,6203,6203,891.022749154282,6,1,25.2
20434,CZ20435,CZ10107,1,29700,30300,3,,,Česko,Česko,6203,6203,2902.9013355698103,1,5,10.200000000000001
20437,CZ20438,CZ10107,2,43200,44460,3,,,Česko,Česko,6203,6203,1803.7630090125201,5,3,21.0
20435,CZ20436,CZ10107,3,46800,48060,3,,,Česko,Česko,6203,6203,1803.7630090125201,3,5,21.0
20436,CZ20437,CZ10107,4,59400,60000,3,,,Česko,Česko,6203,6203,2902.9013355698103,5,1,10.200000000000001
20438,CZ20439,CZ10108,1,34200,34800,6,,,Česko,Česko,8119,8119,4667.97861943781,1,3,10.200000000000001
20439,CZ20440,CZ10108,2,41700,42300,6,,,Česko,Česko,8119,8119,4667.97861943781,3,1,10.200000000000001
20440,CZ20441,CZ10109,1,34200,34800,7,,,Česko,Česko,8119,8119,4667.97861943781,1,3,10.200000000000001
20441,CZ20442,CZ10109,2,41700,42300,7,,,Česko,Česko,8119,8119,4667.97861943781,3,1,10.200000000000001
8582,CZ8583,CZ1011,1,26100,27600,3,,,Česko,Česko,8119,8119,2896.91792799408,1,6,25.2
8581,CZ8582,CZ1011,2,42480,43800,3,,,Česko,Česko,8119,8119,2896.91792799408,6,1,22.2
45911,CZ45910,CZ10110,1,23400,24900,1,,,Česko,Česko,5214,5214,1075.81930963092,1,4,25.2
45910,CZ45911,CZ10110,2,57900,58200,1,,,Česko,Česko,5214,5214,134.600424025466,4,2,4.8
45909,CZ45912,CZ10110,3,61200,63000,1,,,Česko,Česko,5214,5214,1103.4278563250698,2,1,30.0
50600,CZ50600,CZ10111,1,26400,27900,1,,,Česko,Česko,5214,5214,1128.7715034088199,1,5,25.2
50601,CZ50601,CZ10111,2,49200,49800,1,,,Česko,Česko,5214,5214,230.088600133158,5,2,10.200000000000001
50599,CZ50602,CZ10111,3,57600,58800,1,,,Česko,Česko,5214,5214,904.851063535585,2,1,19.8
48924,CZ48923,CZ10112,1,19800,21300,1,,,Česko,Česko,5214,5214,1181.33536343718,1,4,25.2
48922,CZ48924,CZ10112,2,52800,53100,1,,,Česko,Česko,5214,5214,141.82464847777197,4,2,4.8
48923,CZ48925,CZ10112,3,59700,61500,1,,,Česko,Česko,5214,5214,1319.8159335176401,2,1,30.0
50413,CZ50413,CZ10113,1,26400,27900,1,,,Česko,Česko,5214,5214,1128.7715034088199,1,5,25.2
50412,CZ50414,CZ10113,2,49200,49800,1,,,Česko,Česko,5214,5214,251.301051518309,5,6,10.200000000000001
50414,CZ50415,CZ10113,3,57600,58800,1,,,Česko,Česko,5214,5214,890.1652823806149,6,1,19.8
20445,CZ20446,CZ10115,1,25800,26700,1,,,Česko,Česko,3102,3102,1000.0,1,5,15.0
20446,CZ20447,CZ10115,2,46800,47700,1,,,Česko,Česko,3102,3102,1000.0,5,1,15.0
20450,CZ20451,CZ10117,1,19200,21000,6,,,Česko,Česko,3102,3102,5350.0,1,4,30.0
20449,CZ20450,CZ10117,2,62400,64200,6,,,Česko,Česko,3102,3102,4660.0,4,1,30.0
20451,CZ20452,CZ10118,1,25200,26400,3,,,Česko,Česko,3102,3102,2178.64181570853,1,4,19.8
20452,CZ20453,CZ10118,2,57600,58800,3,,,Česko,Česko,3102,3102,2178.64181570853,4,1,19.8
20454,CZ20455,CZ10119,1,18000,18900,2,,,Česko,Česko,3102,3102,2484.68125713231,1,4,15.0
20453,CZ20454,CZ10119,2,56700,57600,2,,,Česko,Česko,3102,3102,2484.68125713231,4,1,15.0
8584,CZ8585,CZ1012,1,38700,39000,2,,,Česko,Česko,7202,7202,1100.65778147807,1,3,4.8
8583,CZ8584,CZ1012,2,41400,41700,2,,,Česko,Česko,7202,7202,1100.65778147807,3,1,4.8
44561,CZ44562,CZ10120,1,30000,30600,6,,,Česko,Česko,7207,7207,8099.74963459584,1,2,10.200000000000001
44564,CZ44563,CZ10120,2,44400,44820,6,,,Česko,Česko,7207,7207,8099.74963459584,2,1,7.199999999999999
44562,CZ44564,CZ10120,3,51300,51720,1,,,Česko,Česko,7207,7207,893.863061722142,1,6,7.199999999999999
44563,CZ44565,CZ10120,4,58200,58680,1,,,Česko,Česko,7207,7207,893.863061722142,6,1,7.800000000000001
20455,CZ20456,CZ10122,1,26100,28500,3,,,Česko,Česko,8106,8106,8320.0,1,6,40.2
20456,CZ20457,CZ10122,2,52200,54600,3,,,Česko,Česko,8106,8106,8200.0,6,1,40.2
20457,CZ20458,CZ10123,1,32400,33000,6,,,Česko,Česko,8106,8106,4993.53369196688,1,6,10.200000000000001
20458,CZ20459,CZ10123,2,37800,38400,8,,,Česko,Česko,8106,8106,4993.53369196688,6,1,10.200000000000001
20460,CZ20461,CZ10124,1,19800,20100,6,,,Česko,Česko,8106,8106,3806.66748567855,1,4,4.8
20459,CZ20460,CZ10124,2,54000,56100,6,,,Česko,Česko,8106,8106,4660.0,4,1,34.8
20462,CZ20463,CZ10125,1,32400,33000,6,,,Česko,Česko,8106,8106,6703.37944188368,1,3,10.200000000000001
20463,CZ20464,CZ10125,2,36000,36600,6,,,Česko,Česko,8106,8106,6841.56402986219,3,1,10.200000000000001
20464,CZ20465,CZ10125,3,50400,51000,6,,,Česko,Česko,8106,8106,6841.56402986219,1,6,10.200000000000001
20461,CZ20462,CZ10125,4,53400,54000,6,,,Česko,Česko,8106,8106,6703.37944188368,6,1,10.200000000000001
20468,CZ20469,CZ10126,1,19200,21060,3,,,Česko,Česko,8119,8119,7866.12920843717,1,4,31.200000000000003
